id,coding,d2018,d2017,d2016,16-17,17-18
2732,(株)うるる【3979】,390,241,-288,183.68%,61.83%
2771,(株)放電精密加工研究所【6469】,389,381,128,197.66%,2.10%
2024,Ｍｉｐｏｘ(株)【5381】,386,223,508,-56.10%,73.09%
3588,(株)ＮＩＴＴＯＨ【1738】,386,360,385,-6.49%,7.22%
2594,(株)マルヨシセンター【7515】,386,562,827,-32.04%,-31.32%
3496,(株)アクアライン【6173】,385,,,#DIV/0!,#DIV/0!
2082,クロスプラス(株)【3320】,385,868,228,280.70%,-55.65%
3219,セグエグループ(株)【3968】,382,218,128,70.31%,75.23%
2701,(株)ＥＴＳホールディングス【1789】,381,176,-207,185.02%,116.48%
2649,スリープログループ(株)【2375】,381,267,256,4.30%,42.70%
2180,川辺(株)【8123】,380,747,689,8.42%,-49.13%
841,カッパ・クリエイト(株)【7421】,378,-524,2549,-120.56%,172.14%
3313,(株)ＰＲ　ＴＩＭＥＳ【3922】,375,250,180,38.89%,50.00%
3225,ヤマシタヘルスケアホールディングス(株)【9265】,373,,,#DIV/0!,#DIV/0!
2451,東京コスモス電機(株)【6772】,373,431,-100,531.00%,-13.46%
3518,ゼネラルパッカー(株)【6267】,372,293,,#DIV/0!,26.96%
1900,(株)ヴィレッジヴァンガードコーポレーション【2769】,371,215,-271,179.34%,72.56%
973,(株)ナイガイ【8013】,369,461,43,972.09%,-19.96%
3008,(株)ミューチュアル【2773】,369,1228,920,33.48%,-69.95%
3326,(株)デイトナ【7228】,367,424,263,61.22%,-13.44%
2509,(株)一六堂【3366】,367,431,330,30.61%,-14.85%
1281,東洋電機製造(株)【6505】,366,1571,1638,-4.09%,-76.70%
3039,(株)ＯＤＫソリューションズ【3839】,365,162,108,50.00%,125.31%
3066,(株)ヒガシマル【2058】,365,423,525,-19.43%,-13.71%
3589,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ【6533】,364,303,80,278.75%,20.13%
2046,(株)石川製作所【6208】,361,152,88,72.73%,137.50%
2843,スターティアホールディングス(株)【3393】,358,265,503,-47.32%,35.09%
3390,ハイアス・アンド・カンパニー(株)【6192】,358,301,243,23.87%,18.94%
1308,フジコピアン(株)【7957】,358,321,143,124.48%,11.53%
1956,(株)Ｊストリーム【4308】,357,333,305,9.18%,7.21%
3230,(株)サニーサイドアップ【2180】,355,387,447,-13.42%,-8.27%
3376,Ｇ−ＦＡＣＴＯＲＹ(株)【3474】,355,447,275,62.55%,-20.58%
2576,日本アイ・エス・ケイ(株)【7986】,354,400,382,4.71%,-11.50%
3420,ソーシャルワイヤー(株)【3929】,353,220,225,-2.22%,60.45%
2257,アイサンテクノロジー(株)【4667】,352,334,317,5.36%,5.39%
3235,(株)システム　ディ【3804】,350,193,157,22.93%,81.35%
1435,エルナー(株)【6972】,350,790,344,129.65%,-55.70%
3416,(株)ＡＮＡＰ【3189】,349,,,#DIV/0!,#DIV/0!
1633,(株)安楽亭【7562】,348,193,524,-63.17%,80.31%
3440,(株)エイジア【2352】,348,287,239,20.08%,21.25%
3252,(株)ニックス【4243】,347,113,378,-70.11%,207.08%
2326,(株)市進ホールディングス【4645】,347,511,649,-21.26%,-32.09%
3027,クリエイト(株)【3024】,345,244,138,76.81%,41.39%
1227,テンアライド(株)【8207】,344,83,41,102.44%,314.46%
3334,(株)インフォメーションクリエーティブ【4769】,343,,,#DIV/0!,#DIV/0!
3441,(株)日宣【6543】,342,375,344,9.01%,-8.80%
3057,兵機海運(株)【9362】,341,194,182,6.59%,75.77%
2566,(株)ニッチツ【7021】,341,433,435,-0.46%,-21.25%
2546,(株)三ッ星【5820】,341,505,253,99.60%,-32.48%
2181,(株)フジコー【3515】,340,176,-28,728.57%,93.18%
3145,ＳＨＯ−ＢＩ(株)【7819】,340,464,256,81.25%,-26.72%
3456,(株)ハイパー【3054】,338,192,367,-47.68%,76.04%
3507,(株)グランディーズ【3261】,336,,,#DIV/0!,#DIV/0!
3179,Ｆｒｉｎｇｅ８１(株)【6550】,335,,,#DIV/0!,#DIV/0!
3415,(株)キャンディル【1446】,334,229,,#DIV/0!,45.85%
3521,昭栄薬品(株)【3537】,334,297,283,4.95%,12.46%
3534,シンメンテホールディングス(株)【6086】,331,,,#DIV/0!,#DIV/0!
1135,ティアック(株)【6803】,330,295,43,586.05%,11.86%
3221,(株)エー・ピーカンパニー【3175】,330,313,597,-47.57%,5.43%
3262,(株)エスケイジャパン【7608】,328,114,131,-12.98%,187.72%
3212,(株)Ｃ＆Ｇシステムズ【6633】,328,408,456,-10.53%,-19.61%
3563,(株)ズーム【6694】,327,220,341,-35.48%,48.64%
3479,(株)アクトコール【6064】,327,240,596,-59.73%,36.25%
2788,(株)オーネックス【5987】,327,288,-32,1000.00%,13.54%
2902,(株)銀座ルノアール【9853】,327,296,337,-12.17%,10.47%
3425,ＪＩＧ−ＳＡＷ(株)【3914】,325,255,,#DIV/0!,27.45%
2128,(株)総医研ホールディングス【2385】,325,264,182,45.05%,23.11%
3469,ＧＭＯリサーチ(株)【3695】,325,285,161,77.02%,14.04%
2303,ダイトウボウ(株)【3202】,325,417,378,10.32%,-22.06%
1375,アップルインターナショナル(株)【2788】,325,489,1322,-63.01%,-33.54%
1876,(株)大水【7538】,324,366,470,-22.13%,-11.48%
3211,不二精機(株)【6400】,323,211,189,11.64%,53.08%
2961,(株)Ｕｂｉｃｏｍホールディングス【3937】,322,237,193,22.80%,35.86%
2320,サイオス(株)【3744】,320,474,-111,527.03%,-32.49%
2384,スーパーバッグ(株)【3945】,320,918,301,204.98%,-65.14%
2252,(株)ビーイング【4734】,319,272,532,-48.87%,17.28%
1334,キーコーヒー(株)【2594】,319,1377,1054,30.65%,-76.83%
1962,盟和産業(株)【7284】,318,143,104,37.50%,122.38%
2215,(株)音通【7647】,318,394,321,22.74%,-19.29%
3203,川上塗料(株)【4616】,316,319,303,5.28%,-0.94%
2419,コーアツ工業(株)【1743】,315,34,130,-73.85%,826.47%
3549,(株)エムケイシステム【3910】,314,309,,#DIV/0!,1.62%
3168,西菱電機(株)【4341】,313,130,262,-50.38%,140.77%
1413,(株)梅の花【7604】,313,161,184,-12.50%,94.41%
3208,東洋刃物(株)【5964】,312,293,262,11.83%,6.48%
3368,(株)大和コンピューター【3816】,312,300,284,5.63%,4.00%
1756,(株)大盛工業【1844】,311,199,,#DIV/0!,56.28%
2893,(株)ＩＧポート【3791】,310,520,416,25.00%,-40.38%
3487,(株)ＦＦＲＩ【3692】,309,,,#DIV/0!,#DIV/0!
3522,(株)エムアップ【3661】,309,426,397,7.30%,-27.46%
2035,(株)トップカルチャー【7640】,307,744,816,-8.82%,-58.74%
2667,金下建設(株)【1897】,305,309,366,-15.57%,-1.29%
1873,(株)ワンダーコーポレーション【3344】,304,-478,-557,14.18%,163.60%
3018,(株)城南進学研究社【4720】,304,335,323,3.72%,-9.25%
1439,ダイナパック(株)【3947】,304,1017,634,60.41%,-70.11%
3177,(株)ツナグ・ソリューションズ【6551】,302,230,73,215.07%,31.30%
3159,(株)ブランジスタ【6176】,301,502,,#DIV/0!,-40.04%
478,(株)大真空【6962】,300,1395,693,101.30%,-78.49%
2238,(株)アドウェイズ【2489】,299,315,687,-54.15%,-5.08%
2285,(株)ハチバン【9950】,297,427,529,-19.28%,-30.44%
2023,(株)ファーマフーズ【2929】,296,89,-46,293.48%,232.58%
3094,(株)フィル・カンパニー【3267】,296,206,150,37.33%,43.69%
968,(株)カイカ【2315】,296,238,-265,189.81%,24.37%
1739,(株)ツカモトコーポレーション【8025】,295,307,49,526.53%,-3.91%
3451,(株)エクストリーム【6033】,295,436,,#DIV/0!,-32.34%
3102,(株)誠建設工業【8995】,294,251,149,68.46%,17.13%
2179,豊商事(株)【8747】,293,-470,83,-666.27%,162.34%
2652,レカム(株)【3323】,292,124,-64,293.75%,135.48%
2847,大成(株)【4649】,292,279,32,771.88%,4.66%
1156,アピックヤマダ(株)【6300】,292,397,-609,165.19%,-26.45%
3035,(株)タイセイ【3359】,291,162,140,15.71%,79.63%
3586,システム・ロケーション(株)【2480】,290,207,242,-14.46%,40.10%
1626,オーミケンシ(株)【3111】,290,1778,197,802.54%,-83.69%
3269,(株)データホライゾン【3628】,289,105,,#DIV/0!,175.24%
2618,森尾電機(株)【6647】,289,265,276,-3.99%,9.06%
2308,イワブチ(株)【5983】,289,592,782,-24.30%,-51.18%
1399,(株)細田工務店【1906】,288,447,1381,-67.63%,-35.57%
2084,オーベクス(株)【3583】,286,498,757,-34.21%,-42.57%
3550,(株)テイン【7217】,282,332,226,46.90%,-15.06%
3379,(株)日本動物高度医療センター【6039】,279,294,244,20.49%,-5.10%
3171,(株)Ｎｏ．１【3562】,278,304,268,13.43%,-8.55%
3020,(株)ハリマビステム【9780】,277,220,364,-39.56%,25.91%
3412,(株)メディアフラッグ【6067】,277,308,139,121.58%,-10.06%
2625,東洋電機(株)【6655】,276,362,325,11.38%,-23.76%
1869,(株)ながの東急百貨店【9829】,274,-71,86,-182.56%,485.92%
975,ダブル・スコープ(株)【6619】,274,2370,1909,24.15%,-88.44%
3572,協立情報通信(株)【3670】,273,232,,#DIV/0!,17.67%
2315,パルステック工業(株)【6894】,272,345,244,41.39%,-21.16%
1148,(株)三城ホールディングス【7455】,270,-400,269,-248.70%,167.50%
2468,永大化工(株)【7877】,270,176,68,158.82%,53.41%
1913,(株)湖池屋【2226】,270,343,432,-20.60%,-21.28%
3502,(株)シンシア【7782】,270,578,203,184.73%,-53.29%
3257,(株)テラスカイ【3915】,268,202,260,-22.31%,32.67%
3199,アンドール(株)【4640】,267,175,168,4.17%,52.57%
1440,(株)東理ホールディングス【5856】,266,113,654,-82.72%,135.40%
3202,(株)ＭＩＥコーポレーション【3442】,266,172,56,207.14%,54.65%
2984,(株)アイリックコーポレーション【7325】,266,231,123,87.80%,15.15%
3059,川口化学工業(株)【4361】,265,94,1,9300.00%,181.91%
3311,共同ピーアール(株)【2436】,264,180,131,37.40%,46.67%
1177,光村印刷(株)【7916】,264,579,245,136.33%,-54.40%
3356,(株)ＣＳＳホールディングス【2304】,262,447,334,33.83%,-41.39%
2682,(株)アドバネクス【5998】,259,247,668,-63.02%,4.86%
2495,セキ(株)【7857】,259,312,515,-39.42%,-16.99%
2796,(株)イード【6038】,256,87,305,-71.48%,194.25%
2924,秩父鉄道(株)【9012】,256,249,148,68.24%,2.81%
2810,(株)イーブックイニシアティブジャパン【3658】,254,17,-166,110.24%,1394.12%
2729,ＮＫＫスイッチズ(株)【6943】,254,-274,289,-194.81%,192.70%
1948,(株)オーバル【7727】,253,384,640,-40.00%,-34.11%
2702,ミナトホールディングス(株)【6862】,252,119,-6,2083.33%,111.76%
2600,エムティジェネックス(株)【9820】,252,385,294,30.95%,-34.55%
3292,(株)トランザス【6696】,251,,,#DIV/0!,#DIV/0!
2876,日本サード・パーティ(株)【2488】,251,195,237,-17.72%,28.72%
620,菱洋エレクトロ(株)【8068】,251,1373,876,56.74%,-81.72%
2458,センコン物流(株)【9051】,249,204,332,-38.55%,22.06%
3473,ケイティケイ(株)【3035】,249,211,191,10.47%,18.01%
2573,尾張精機(株)【7249】,247,255,483,-47.20%,-3.14%
2472,ビリングシステム(株)【3623】,246,223,164,35.98%,10.31%
2443,(株)三洋堂ホールディングス【3058】,246,258,478,-46.03%,-4.65%
2950,ウィルソン・ラーニング　ワールドワイド(株)【9610】,245,307,152,101.97%,-20.20%
2236,(株)セコニックホールディングス【7758】,244,305,109,179.82%,-20.00%
2171,東亜バルブエンジニアリング(株)【6466】,243,247,726,-65.98%,-1.62%
2945,アルファグループ(株)【3322】,243,592,659,-10.17%,-58.95%
831,(株)Ｏｌｙｍｐｉｃグループ【8289】,243,838,693,20.92%,-71.00%
2948,(株)日本抵抗器製作所【6977】,242,66,33,100.00%,266.67%
3132,(株)ＳＫＩＹＡＫＩ【3995】,242,143,-107,233.64%,69.23%
1193,愛眼(株)【9854】,239,-51,118,-143.22%,568.63%
3433,(株)ハウスフリーダム【8996】,239,300,124,141.94%,-20.33%
3297,(株)パシフィックネット【3021】,238,16,118,-86.44%,1387.50%
1994,(株)ソフィアホールディングス【6942】,237,169,-161,204.97%,40.24%
3569,(株)ケアサービス【2425】,235,234,242,-3.31%,0.43%
2637,(株)ぱど【4833】,234,-311,-175,-77.71%,175.24%
2446,岡野バルブ製造(株)【6492】,234,113,373,-69.71%,107.08%
3591,ポバール興業(株)【4247】,234,120,144,-16.67%,95.00%
2691,(株)協和コンサルタンツ【9647】,234,236,193,22.28%,-0.85%
2998,(株)クロスフォー【7810】,234,816,993,-17.82%,-71.32%
2015,(株)さくらケーシーエス【4761】,232,417,389,7.20%,-44.36%
2718,(株)タカトリ【6338】,230,,,#DIV/0!,#DIV/0!
2182,三京化成(株)【8138】,230,272,285,-4.56%,-15.44%
3024,日本ライトン(株)【2703】,229,109,222,-50.90%,110.09%
3070,ネポン(株)【7985】,229,269,173,55.49%,-14.87%
2716,(株)トーセ【4728】,228,307,259,18.53%,-25.73%
1361,(株)ＫｅｙＨｏｌｄｅｒ【4712】,228,796,578,37.72%,-71.36%
2029,日本興業(株)【5279】,226,279,293,-4.78%,-19.00%
2954,ヒーハイスト精工(株)【6433】,225,145,67,116.42%,55.17%
1550,ニッコー(株)【5343】,222,11,-407,102.70%,1918.18%
3533,(株)リブセンス【6054】,222,515,7,7257.14%,-56.89%
2056,エコートレーディング(株)【7427】,221,283,-331,185.50%,-21.91%
3476,(株)岐阜造園【1438】,219,348,342,1.75%,-37.07%
1942,浜井産業(株)【6131】,218,-410,-406,-0.99%,153.17%
3423,システムズ・デザイン(株)【3766】,216,139,204,-31.86%,55.40%
499,(株)レナウン【3606】,215,-248,586,-142.32%,186.69%
3220,(株)ニューテック【6734】,214,,,#DIV/0!,#DIV/0!
3295,(株)平山ホールディングス【7781】,214,39,128,-69.53%,448.72%
2987,アクモス(株)【6888】,213,146,111,31.53%,45.89%
1849,岡本硝子(株)【7746】,212,147,-50,394.00%,44.22%
2773,アゼアス(株)【3161】,211,168,79,112.66%,25.60%
2169,ツインバード工業(株)【6897】,211,516,589,-12.39%,-59.11%
1996,平和紙業(株)【9929】,210,199,319,-37.62%,5.53%
3115,(株)カワサキ【3045】,209,194,135,43.70%,7.73%
2191,中山福(株)【7442】,209,633,1320,-52.05%,-66.98%
3192,(株)アサカ理研【5724】,208,224,210,6.67%,-7.14%
2255,(株)ストライダーズ【9816】,208,279,297,-6.06%,-25.45%
2156,マナック(株)【4364】,206,304,286,6.29%,-32.24%
2857,(株)大森屋【2917】,205,170,60,183.33%,20.59%
3002,(株)オークファン【3674】,205,320,140,128.57%,-35.94%
2852,東北化学薬品(株)【7446】,202,197,205,-3.90%,2.54%
3545,(株)コモ【2224】,202,256,153,67.32%,-21.09%
2870,鈴与シンワート(株)【9360】,202,286,289,-1.04%,-29.37%
3430,チエル(株)【3933】,201,206,,#DIV/0!,-2.43%
2273,横浜丸魚(株)【8045】,200,209,173,20.81%,-4.31%
3398,(株)ＳＹＳホールディングス【3988】,199,217,172,26.16%,-8.29%
3562,(株)クリップコーポレーション【4705】,198,180,347,-48.13%,10.00%
2766,(株)関門海【3372】,197,,164,-100.00%,#DIV/0!
3474,ポエック(株)【9264】,197,129,259,-50.19%,52.71%
2994,(株)イナリサーチ【2176】,196,56,-207,127.05%,250.00%
2601,(株)クラウディアホールディングス【3607】,196,299,311,-3.86%,-34.45%
2077,クボテック(株)【7709】,195,26,-134,119.40%,650.00%
3520,(株)パートナーエージェント【6181】,195,204,445,-54.16%,-4.41%
1775,福留ハム(株)【2291】,195,357,607,-41.19%,-45.38%
2758,石井食品(株)【2894】,194,-38,-253,84.98%,610.53%
2759,コスモ・バイオ(株)【3386】,193,514,200,157.00%,-62.45%
3418,(株)ショーケース・ティービー【3909】,191,,,#DIV/0!,#DIV/0!
3046,(株)フジコー【2405】,191,228,276,-17.39%,-16.23%
2521,(株)ファンドクリエーショングループ【3266】,191,367,513,-28.46%,-47.96%
2194,(株)ドリコム【3793】,190,932,-206,552.43%,-79.61%
1777,燦キャピタルマネージメント(株)【2134】,189,-249,-94,-164.89%,175.90%
2389,ミサワホーム中国(株)【1728】,189,1424,223,538.57%,-86.73%
2121,三光産業(株)【7922】,187,-129,-241,46.47%,244.96%
2267,マジェスティ　ゴルフ(株)【7834】,187,197,142,38.73%,-5.08%
919,(株)東京機械製作所【6335】,186,375,-3290,111.40%,-50.40%
1769,イーサポートリンク(株)【2493】,186,379,560,-32.32%,-50.92%
1455,マミヤ・オーピー(株)【7991】,186,872,1273,-31.50%,-78.67%
3285,(株)エル・ティー・エス【6560】,184,12,103,-88.35%,1433.33%
1638,協栄産業(株)【6973】,182,259,134,93.28%,-29.73%
1011,(株)小野測器【6858】,182,361,468,-22.86%,-49.58%
3544,ウォンテッドリー(株)【3991】,181,64,,#DIV/0!,182.81%
1645,日本ロジテム(株)【9060】,180,201,273,-26.37%,-10.45%
2353,明治機械(株)【6334】,179,376,126,198.41%,-52.39%
1829,(株)ＦＲＯＮＴＥＯ【2158】,177,-1206,69,-1847.83%,114.68%
3214,(株)栄電子【7567】,177,159,119,33.61%,11.32%
3331,(株)アルファ【4760】,177,254,205,23.90%,-30.31%
2653,(株)ＫＧ情報【2408】,177,403,450,-10.44%,-56.08%
2558,日本エンタープライズ(株)【4829】,174,192,219,-12.33%,-9.38%
2955,(株)タツミ【7268】,174,408,366,11.48%,-57.35%
2373,ＹＫＴ(株)【2693】,173,410,393,4.33%,-57.80%
2807,(株)大日光・エンジニアリング【6635】,171,312,-246,226.83%,-45.19%
3558,(株)ビューティ花壇【3041】,167,2,126,-98.41%,8250.00%
2513,(株)テリロジー【3356】,166,,,#DIV/0!,#DIV/0!
2033,アストマックス(株)【7162】,166,209,288,-27.43%,-20.57%
2687,(株)タカチホ【8225】,166,248,314,-21.02%,-33.06%
3378,(株)バリューゴルフ【3931】,165,92,130,-29.23%,79.35%
1997,ＪＡＬＣＯホールディングス(株)【6625】,165,115,133,-13.53%,43.48%
2545,(株)ＣＥホールディングス【4320】,163,170,135,25.93%,-4.12%
2789,(株)エッチ・ケー・エス【7219】,163,203,477,-57.44%,-19.70%
3575,日本リビング保証(株)【7320】,162,67,40,67.50%,141.79%
2750,ＪＥＳＣＯホールディングス(株)【1434】,162,275,273,0.73%,-41.09%
3329,総合商研(株)【7850】,162,282,86,227.91%,-42.55%
2897,(株)アテクト【4241】,160,181,235,-22.98%,-11.60%
783,ＭＵＴＯＨホールディングス(株)【7999】,160,183,689,-73.44%,-12.57%
2428,神田通信機(株)【1992】,159,162,258,-37.21%,-1.85%
778,(株)ジーエヌアイグループ【2160】,154,-276,-633,56.40%,155.80%
2231,旭松食品(株)【2911】,154,220,203,8.37%,-30.00%
2975,(株)高見沢サイバネティックス【6424】,153,140,340,-58.82%,9.29%
1767,(株)銀座山形屋【8215】,153,228,231,-1.30%,-32.89%
3486,(株)メディカルネット【3645】,152,123,176,-30.11%,23.58%
2261,野崎印刷紙業(株)【7919】,152,320,531,-39.74%,-52.50%
2471,(株)カルラ【2789】,151,183,329,-44.38%,-17.49%
3577,(株)ティビィシィ・スキヤツト【3974】,151,217,216,0.46%,-30.41%
1327,日本アンテナ(株)【6930】,144,-292,233,-225.32%,149.32%
2866,(株)アイビー化粧品【4918】,144,1090,630,73.02%,-86.79%
1938,松尾電機(株)【6969】,143,-322,-310,-3.87%,144.41%
3527,(株)クリエアナブキ【4336】,142,134,92,45.65%,5.97%
414,ラオックス(株)【8202】,138,-955,8586,-111.12%,114.45%
3328,(株)サンオータス【7623】,134,-156,-289,46.02%,185.90%
3096,(株)プラッツ【7813】,132,203,24,745.83%,-34.98%
3166,(株)ネクストジェン【3842】,131,,,#DIV/0!,#DIV/0!
2738,(株)ユビテック【6662】,131,108,-39,376.92%,21.30%
3366,(株)中央経済社ホールディングス【9476】,131,121,90,34.44%,8.26%
1832,住石ホールディングス(株)【1514】,131,134,284,-52.82%,-2.24%
894,岩崎電気(株)【6924】,131,972,2082,-53.31%,-86.52%
3124,(株)レアジョブ【6096】,130,36,17,111.76%,261.11%
2719,(株)山王【3441】,129,8,-394,102.03%,1512.50%
1651,(株)ソトー【3571】,127,454,494,-8.10%,-72.03%
2341,(株)ホットリンク【3680】,125,-654,126,-619.05%,119.11%
1687,(株)くろがね工作所【7997】,125,233,201,15.92%,-46.35%
2068,菊水化学工業(株)【7953】,124,213,572,-62.76%,-41.78%
1551,(株)大和【8247】,124,221,595,-62.86%,-43.89%
2937,トレーディア(株)【9365】,121,22,27,-18.52%,450.00%
3493,(株)ベストワンドットコム【6577】,120,48,11,336.36%,150.00%
1352,(株)医学生物学研究所【4557】,120,85,-368,123.10%,41.18%
2235,ＫＹＣＯＭホールディングス(株)【9685】,120,158,136,16.18%,-24.05%
2003,(株)秀英予備校【4678】,119,265,267,-0.75%,-55.09%
3309,(株)ＣＲＩ・ミドルウェア【3698】,118,326,266,22.56%,-63.80%
2882,ＧＦＡ(株)【8783】,117,,,#DIV/0!,#DIV/0!
1615,児玉化学工業(株)【4222】,117,-96,-12,-700.00%,221.88%
2927,(株)鉄人化計画【2404】,117,-221,107,-306.54%,152.94%
1693,インターライフホールディングス(株)【1418】,114,257,299,-14.05%,-55.64%
1370,(株)ラピーヌ【8143】,112,-984,-412,-138.83%,111.38%
1130,岩崎通信機(株)【6704】,112,161,-637,125.27%,-30.43%
1388,(株)ヤマナカ【8190】,112,626,1239,-49.48%,-82.11%
2784,(株)フォーシーズホールディングス【3726】,111,277,87,218.39%,-59.93%
3396,(株)ジェイホールディングス【2721】,109,20,18,11.11%,445.00%
2541,(株)ジェイグループホールディングス【3063】,109,53,72,-26.39%,105.66%
2976,(株)ＡＫＩＢＡホールディングス【6840】,108,63,184,-65.76%,71.43%
3195,(株)中央製作所【6846】,106,31,41,-24.39%,241.94%
3055,アマテイ(株)【5952】,106,159,84,89.29%,-33.33%
3455,(株)バナーズ【3011】,105,182,190,-4.21%,-42.31%
2781,川本産業(株)【3604】,103,,,#DIV/0!,#DIV/0!
3238,(株)東京一番フーズ【3067】,103,18,315,-94.29%,472.22%
3010,(株)ＪＢイレブン【3066】,103,148,195,-24.10%,-30.41%
1812,日本パワーファスニング(株)【5950】,100,140,-500,128.00%,-28.57%
1984,タカセ(株)【9087】,99,-115,25,-560.00%,186.09%
3526,(株)安江工務店【1439】,98,,,#DIV/0!,#DIV/0!
2867,(株)ランシステム【3326】,97,94,213,-55.87%,3.19%
3458,(株)マーケットエンタープライズ【3135】,96,-7,,#DIV/0!,1471.43%
1424,ジオマテック(株)【6907】,96,145,-97,249.48%,-33.79%
3007,旭化学工業(株)【7928】,95,72,-116,162.07%,31.94%
2752,(株)ストリーム【3071】,95,187,375,-50.13%,-49.20%
1320,(株)ヴィア・ホールディングス【7918】,94,747,815,-8.34%,-87.42%
2863,(株)フォーサイド【2330】,92,24,-209,111.48%,283.33%
2899,ＭＩＣＳ化学(株)【7899】,92,171,101,69.31%,-46.20%
1586,山喜(株)【3598】,92,190,418,-54.55%,-51.58%
3499,(株)ロックオン【3690】,92,247,350,-29.43%,-62.75%
3464,ＲＳＣ【4664】,91,-10,57,-117.54%,1010.00%
2956,(株)秋川牧園【1380】,91,137,88,55.68%,-33.58%
2115,オーケー食品工業(株)【2905】,89,,,#DIV/0!,#DIV/0!
2717,(株)ヤマザキ【6147】,89,81,198,-59.09%,9.88%
1554,ブロードメディア(株)【4347】,88,41,-41,200.00%,114.63%
3012,サンケイ化学(株)【4995】,87,-57,35,-262.86%,252.63%
2822,佐渡汽船(株)【9176】,86,-172,308,-155.84%,150.00%
3299,日本出版貿易(株)【8072】,86,77,106,-27.36%,11.69%
1862,(株)共同紙販ホールディングス【9849】,84,76,17,347.06%,10.53%
2597,ナビタス(株)【6276】,84,99,103,-3.88%,-15.15%
2185,中国工業(株)【5974】,83,297,107,177.57%,-72.05%
2295,(株)イグニス【3689】,83,1474,-38,3978.95%,-94.37%
3181,メドピア(株)【6095】,82,57,,#DIV/0!,43.86%
2528,リーダー電子(株)【6867】,81,76,-36,311.11%,6.58%
1491,ＮＣＳ＆Ａ(株)【9709】,81,116,43,169.77%,-30.17%
3303,(株)旅工房【6548】,81,313,230,36.09%,-74.12%
3136,(株)大田花き【7555】,80,16,184,-91.30%,400.00%
3245,アミタホールディングス(株)【2195】,80,77,8,862.50%,3.90%
2967,(株)バリューデザイン【3960】,79,-12,188,-106.38%,758.33%
3472,セーラー広告(株)【2156】,79,168,118,42.37%,-52.98%
3229,地盤ネットホールディングス(株)【6072】,79,233,213,9.39%,-66.09%
3511,(株)ジェイテック【2479】,77,123,73,68.49%,-37.40%
1215,(株)インプレスホールディングス【9479】,76,-61,136,-144.85%,224.59%
2607,ジェイ・エスコム　ホールディングス(株)【3779】,73,-59,-26,-126.92%,223.73%
1217,(株)ナガホリ【8139】,73,145,-72,301.39%,-49.66%
3276,(株)メディア工房【3815】,72,-31,26,-219.23%,332.26%
2920,(株)エルテス【3967】,71,,,#DIV/0!,#DIV/0!
3478,(株)ＺＵＵ【4387】,71,-15,,#DIV/0!,573.33%
2679,ジャニス工業(株)【5342】,71,109,,#DIV/0!,-34.86%
1436,(株)アジアゲートホールディングス【1783】,71,180,-182,198.90%,-60.56%
2527,鉱研工業(株)【6297】,71,185,751,-75.37%,-61.62%
3515,(株)アイ・ピー・エス【4335】,70,,,#DIV/0!,#DIV/0!
1417,(株)コンセック【9895】,70,101,135,-25.19%,-30.69%
1702,堀田丸正(株)【8105】,68,86,81,6.17%,-20.93%
3541,ＳＤエンターテイメント(株)【4650】,68,188,132,42.42%,-63.83%
2493,(株)フライトホールディングス【3753】,68,590,-92,741.30%,-88.47%
3523,(株)エコミック【3802】,67,88,61,44.26%,-23.86%
2224,岩塚製菓(株)【2221】,66,374,391,-4.35%,-82.35%
1326,チヨダウーテ(株)【5387】,66,587,536,9.51%,-88.76%
3590,メディアファイブ(株)【3824】,65,44,68,-35.29%,47.73%
3302,ＭＲＴ(株)【6034】,64,156,199,-21.61%,-58.97%
2904,櫻島埠頭(株)【9353】,63,11,84,-86.90%,472.73%
3449,(株)ユーラシア旅行社【9376】,63,65,40,62.50%,-3.08%
2118,日本鋳鉄管(株)【5612】,63,575,624,-7.85%,-89.04%
3459,日本エマージェンシーアシスタンス(株)【6063】,62,150,135,11.11%,-58.67%
2985,(株)ＳＥＲＩＯホールディングス【6567】,61,39,,#DIV/0!,56.41%
2582,(株)山田債権回収管理総合事務所【4351】,61,552,598,-7.69%,-88.95%
3579,名古屋木材(株)【7903】,60,1,3,-66.67%,5900.00%
1613,(株)トランスジェニック【2342】,60,153,50,206.00%,-60.78%
1773,大井電気(株)【6822】,60,270,2239,-87.94%,-77.78%
1017,(株)土屋ホールディングス【1840】,58,148,141,4.96%,-60.81%
3324,(株)ユークス【4334】,57,31,1256,-97.53%,83.87%
2617,(株)ジオネクスト【3777】,57,67,-147,145.58%,-14.93%
2903,フェスタリアホールディングス(株)【2736】,57,311,216,43.98%,-81.67%
3026,ＪＭＡＣＳ(株)【5817】,56,,,#DIV/0!,#DIV/0!
2930,日本製罐(株)【5905】,56,106,,#DIV/0!,-47.17%
615,図書印刷(株)【7913】,55,283,351,-19.37%,-80.57%
2724,(株)ＪＥＵＧＩＡ【9826】,54,96,,#DIV/0!,-43.75%
3578,(株)桜井製作所【7255】,54,215,-526,140.87%,-74.88%
2166,(株)多摩川ホールディングス【6838】,53,189,279,-32.26%,-71.96%
2087,(株)ＡＳＩＡＮ　ＳＴＡＲ【8946】,52,6,58,-89.66%,766.67%
3567,日本ＰＣサービス(株)【6025】,52,-44,-79,44.30%,218.18%
2838,(株)アクロディア【3823】,51,-363,-330,-10.00%,114.05%
