id,coding,d2018,d2017,d2016,16-17,17-18
1175,イリソ電子工業(株)【6908】,8426,6661,6568,1.42%,26.50%
571,タキロンシーアイ(株)【4215】,8363,4339,3793,14.39%,92.74%
1089,ニッケ【3201】,8348,7620,7342,3.79%,9.55%
949,大和工業(株)【5444】,8340,10739,11215,-4.24%,-22.34%
2406,上村工業(株)【4966】,8322,5671,6698,-15.33%,46.75%
1185,飛島建設(株)【1805】,8252,5477,6662,-17.79%,50.67%
673,ネットワンシステムズ(株)【7518】,8241,5747,2453,134.28%,43.40%
2403,(株)三栄建築設計【3228】,8179,9496,7249,31.00%,-13.87%
1085,(株)乃村工藝社【9716】,8171,7608,6033,26.11%,7.40%
1048,四国化成工業(株)【4099】,8167,7855,7973,-1.48%,3.97%
511,ＪＵＫＩ(株)【6440】,8156,4651,7110,-34.59%,75.36%
463,曙ブレーキ工業(株)【7238】,8143,4223,-3761,212.28%,92.83%
1173,神鋼商事(株)【8075】,8119,4819,5831,-17.36%,68.48%
683,加賀電子(株)【8154】,8119,6879,7788,-11.67%,18.03%
998,太平洋工業(株)【7250】,8063,8662,7869,10.08%,-6.92%
368,ミズノ(株)【8022】,8043,1444,2971,-51.40%,456.99%
271,(株)十六銀行【8356】,8035,8578,24010,-64.27%,-6.33%
438,トピー工業(株)【7231】,7997,7180,10000,-28.20%,11.38%
1245,(株)福田組【1899】,7991,9695,8166,18.72%,-17.58%
692,(株)ジョイフル本田【3191】,7981,7395,7706,-4.04%,7.92%
846,(株)淺沼組【1852】,7953,6665,6454,3.27%,19.32%
1005,(株)ＮＳＤ【9759】,7918,7173,6378,12.46%,10.39%
1188,ＩＪＴテクノロジーホールディングス(株)【7315】,7896,5501,3220,70.84%,43.54%
2010,(株)コシダカホールディングス【2157】,7858,6146,4810,27.78%,27.86%
1433,象印マホービン(株)【7965】,7823,12109,10171,19.05%,-35.40%
347,古河機械金属(株)【5715】,7820,6545,7988,-18.06%,19.48%
1282,(株)ドウシシャ【7483】,7769,7080,8736,-18.96%,9.73%
234,ＯＫＩ【6703】,7721,2545,18594,-86.31%,203.38%
1108,静岡ガス(株)【9543】,7711,10228,11563,-11.55%,-24.61%
1636,(株)村上開明堂【7292】,7701,7261,5811,24.95%,6.06%
1052,矢作建設工業(株)【1870】,7689,7604,7353,3.41%,1.12%
1265,青木あすなろ建設(株)【1865】,7663,7463,5861,27.33%,2.68%
930,(株)トーカイ【9729】,7638,7443,7513,-0.93%,2.62%
1429,(株)トリドールホールディングス【3397】,7635,8619,8733,-1.31%,-11.42%
700,(株)ニチイ学館【9792】,7630,4206,-785,635.80%,81.41%
2787,(株)マクロミル【3978】,7607,6825,5730,19.11%,11.46%
1472,ＥＰＳホールディングス(株)【4282】,7591,6224,5482,13.54%,21.96%
769,(株)アイチコーポレーション【6345】,7576,7807,6318,23.57%,-2.96%
727,(株)ダスキン【4665】,7557,6069,5372,12.97%,24.52%
628,(株)サカタのタネ【1377】,7553,7702,7317,5.26%,-1.93%
263,日本アセットマーケティング(株)【8922】,7536,7382,,#DIV/0!,2.09%
640,大建工業(株)【7905】,7519,8515,5586,52.43%,-11.70%
443,(株)ソディック【6143】,7490,5236,6353,-17.58%,43.05%
703,ミサワホーム(株)【1722】,7485,8401,6686,25.65%,-10.90%
3081,ＧＭＯフィナンシャルホールディングス(株)【7177】,7462,9014,10611,-15.05%,-17.22%
653,(株)メイコー【6787】,7457,5788,3325,74.08%,28.84%
900,(株)リケン【6462】,7441,5902,5579,5.79%,26.08%
827,(株)テレビ東京ホールディングス【9413】,7430,6394,7272,-12.07%,16.20%
1609,(株)やまや【9994】,7411,5255,6553,-19.81%,41.03%
1353,ダイダン(株)【1980】,7385,6750,6537,3.26%,9.41%
1488,(株)カチタス【8919】,7374,5020,3801,32.07%,46.89%
776,ＮＳユナイテッド海運(株)【9110】,7361,6558,6475,1.28%,12.24%
3347,(株)オプトラン【6235】,7327,2380,2435,-2.26%,207.86%
1700,アルコニックス(株)【3036】,7323,4168,3792,9.92%,75.70%
611,(株)大阪ソーダ【4046】,7318,6586,6443,2.22%,11.11%
559,(株)フージャースホールディングス【3284】,7289,5590,3184,75.57%,30.39%
291,(株)オートバックスセブン【9832】,7284,5829,6701,-13.01%,24.96%
1810,ザ・パック(株)【3950】,7273,6484,6232,4.04%,12.17%
708,日本車輌製造(株)【7102】,7266,-5104,-10171,49.82%,242.36%
1338,コニシ(株)【4956】,7238,6836,6378,7.18%,5.88%
476,(株)フジ【8278】,7238,7195,7052,2.03%,0.60%
1752,(株)ＦＪネクスト【8935】,7238,8015,6593,21.57%,-9.69%
1053,蝶理(株)【8014】,7226,6448,5369,20.10%,12.07%
148,川崎汽船(株)【9107】,7219,-46037,9427,-588.35%,115.68%
714,信越ポリマー(株)【7970】,7206,5511,4101,34.38%,30.76%
3359,(株)コメダホールディングス【3543】,7206,6885,6559,4.97%,4.66%
679,澤田ホールディングス(株)【8699】,7192,5764,9967,-42.17%,24.77%
595,いちよし証券(株)【8624】,7141,2994,3695,-18.97%,138.51%
1813,(株)ムゲンエステート【3299】,7122,6310,6123,3.05%,12.87%
711,トッパン・フォームズ(株)【7862】,7114,9474,13674,-30.72%,-24.91%
1784,トーカロ(株)【3433】,7110,5645,4805,17.48%,25.95%
785,シンフォニアテクノロジー(株)【6507】,7109,5221,4409,18.42%,36.16%
1022,(株)ゴールドウイン【8111】,7102,3910,3129,24.96%,81.64%
2906,(株)ワールドホールディングス【2429】,7064,7407,5137,44.19%,-4.63%
1503,(株)錢高組【1811】,7048,3766,4526,-16.79%,87.15%
1112,(株)日本エスコン【8892】,7042,4680,4012,16.65%,50.47%
1634,(株)パルグループホールディングス【2726】,7042,6164,5828,5.77%,14.24%
733,三井倉庫ホールディングス(株)【9302】,6996,5823,3287,77.15%,20.14%
1971,三谷セキサン(株)【5273】,6992,5112,5546,-7.83%,36.78%
546,(株)ツバキ・ナカシマ【6464】,6985,6922,7110,-2.64%,0.91%
1420,小野建(株)【7414】,6980,5392,4292,25.63%,29.45%
2507,(株)ＪＣＵ【4975】,6948,5500,4906,12.11%,26.33%
668,(株)ツガミ【6101】,6942,3083,2125,45.08%,125.17%
818,(株)ＪＶＣケンウッド【6632】,6942,5781,4494,28.64%,20.08%
1384,エイベックス(株)【7860】,6939,5728,7277,-21.29%,21.14%
424,クラボウ【3106】,6875,6160,4349,41.64%,11.61%
887,大阪製鐵(株)【5449】,6868,5955,8100,-26.48%,15.33%
1102,(株)大紀アルミニウム工業所【5702】,6861,4730,3684,28.39%,45.05%
1055,(株)エフテック【7212】,6856,8035,6821,17.80%,-14.67%
518,新電元工業(株)【6844】,6853,5238,799,555.57%,30.83%
605,(株)秋田銀行【8343】,6852,6901,9072,-23.93%,-0.71%
576,文化シヤッター(株)【5930】,6801,7280,10087,-27.83%,-6.58%
1066,大豊工業(株)【6470】,6800,6357,6629,-4.10%,6.97%
1381,ＶＴホールディングス(株)【7593】,6780,7592,7619,-0.35%,-10.70%
1409,(株)ＩＤＯＭ【7599】,6779,4498,7542,-40.36%,50.71%
373,(株)インターネットイニシアティブ【3774】,6762,5134,6140,-16.38%,31.71%
793,日神不動産(株)【8881】,6760,6985,5190,34.59%,-3.22%
2061,日本エスリード(株)【8877】,6752,5131,3453,48.60%,31.59%
697,メタウォーター(株)【9551】,6745,6328,5399,17.21%,6.59%
672,日本道路(株)【1884】,6742,7286,9878,-26.24%,-7.47%
2174,(株)サンマルクホールディングス【3395】,6737,7727,7745,-0.23%,-12.81%
453,(株)ノーリツ【5943】,6708,8940,5123,74.51%,-24.97%
685,(株)岩手銀行【8345】,6635,7910,10805,-26.79%,-16.12%
2025,第一交通産業(株)【9035】,6629,7227,8569,-15.66%,-8.27%
503,鉄建建設(株)【1815】,6614,6107,1785,242.13%,8.30%
1251,アズワン(株)【7476】,6596,6093,5843,4.28%,8.26%
931,三機工業(株)【1961】,6593,6012,6509,-7.64%,9.66%
884,大日本塗料(株)【4611】,6588,6533,5858,11.52%,0.84%
899,スパークス・グループ(株)【8739】,6569,3169,2978,6.41%,107.29%
989,日本工営(株)【1954】,6561,5464,4723,15.69%,20.08%
2258,(株)東祥【8920】,6561,5982,5449,9.78%,9.68%
655,昭和産業(株)【2004】,6556,8786,7951,10.50%,-25.38%
1267,(株)パソナグループ【2168】,6539,4488,3860,16.27%,45.70%
1000,大同メタル工業(株)【7245】,6511,5103,7114,-28.27%,27.59%
1640,神奈川中央交通(株)【9081】,6481,6810,6815,-0.07%,-4.83%
1977,エレマテック(株)【2715】,6480,5406,6868,-21.29%,19.87%
299,松竹(株)【9601】,6463,7540,7409,1.77%,-14.28%
1300,フジ住宅(株)【8860】,6438,5969,5441,9.70%,7.86%
2650,(株)クリエイト・レストランツ・ホールディングス【3387】,6413,5857,6749,-13.22%,9.49%
1151,(株)立花エレテック【8159】,6395,5172,5616,-7.91%,23.65%
1250,第一実業(株)【8059】,6394,5844,3886,50.39%,9.41%
340,日本曹達(株)【4041】,6390,5365,7415,-27.65%,19.11%
2168,ヱスビー食品(株)【2805】,6389,5364,3820,40.42%,19.11%
1123,(株)日新【9066】,6389,5607,5587,0.36%,13.95%
455,(株)中山製鋼所【5408】,6384,6096,5694,7.06%,4.72%
1760,新興プランテック(株)【6379】,6375,7904,6792,16.37%,-19.34%
858,高砂香料工業(株)【4914】,6358,7159,6635,7.90%,-11.19%
1020,三井製糖(株)【2109】,6354,5215,5490,-5.01%,21.84%
2036,(株)くらコーポレーション【2695】,6341,6527,5876,11.08%,-2.85%
743,バンドー化学(株)【5195】,6336,5896,5960,-1.07%,7.46%
1790,西本Ｗｉｓｍｅｔｔａｃホールディングス(株)【9260】,6324,7329,7999,-8.38%,-13.71%
964,アイダエンジニアリング(株)【6118】,6312,6617,8037,-17.67%,-4.61%
1045,明星工業(株)【1976】,6300,5596,5716,-2.10%,12.58%
3360,(株)ヒノキヤグループ【1413】,6286,6103,5223,16.85%,3.00%
1134,(株)やまびこ【6250】,6283,7620,6730,13.22%,-17.55%
687,ＮＩＳＳＨＡ(株)【7915】,6278,-3904,10541,-137.04%,260.81%
389,昭和電線ホールディングス(株)【5805】,6276,4234,949,346.15%,48.23%
1816,理研ビタミン(株)【4526】,6264,7061,6029,17.12%,-11.29%
910,サトーホールディングス(株)【6287】,6249,6104,6457,-5.47%,2.38%
1681,三重交通グループホールディングス(株)【3232】,6244,5576,4644,20.07%,11.98%
369,グンゼ(株)【3002】,6239,4206,3662,14.86%,48.34%
2040,世紀東急工業(株)【1898】,6235,6412,6291,1.92%,-2.76%
1466,ＳＢＳホールディングス(株)【2384】,6229,7514,5347,40.53%,-17.10%
787,スミダコーポレーション(株)【6817】,6217,5696,4237,34.43%,9.15%
2279,(株)ベネフィット・ワン【2412】,6212,5852,4355,34.37%,6.15%
656,スター精密(株)【7718】,6210,3606,5735,-37.12%,72.21%
690,(株)山形銀行【8344】,6203,7935,7130,11.29%,-21.83%
600,ニチコン(株)【6996】,6197,3019,4778,-36.81%,105.27%
558,デクセリアルズ(株)【4980】,6178,3491,8306,-57.97%,76.97%
666,マックス(株)【6454】,6139,6323,5883,7.48%,-2.91%
1043,(株)チヨダ【8185】,6132,7731,9372,-17.51%,-20.68%
515,フィデアホールディングス(株)【8713】,6119,7422,13195,-43.75%,-17.56%
798,ＩＤＥＣ(株)【6652】,6112,3547,3176,11.68%,72.31%
1476,日精エー・エス・ビー機械(株)【6284】,6104,4525,3821,18.42%,34.90%
1841,４℃ホールディングス【8008】,6102,6529,6113,6.81%,-6.54%
341,トランスコスモス(株)【9715】,6092,8080,9725,-16.92%,-24.60%
862,丸全昭和運輸(株)【9068】,6091,5555,5293,4.95%,9.65%
1628,(株)ジンズ【3046】,6071,5402,3683,46.67%,12.38%
1759,(株)ＣＫサンエツ【5757】,6058,4380,1816,141.19%,38.31%
1206,(株)日伝【9902】,6051,5037,5066,-0.57%,20.13%
1602,品川リフラクトリーズ(株)【5351】,6049,6344,5019,26.40%,-4.65%
837,テイカ(株)【4027】,6042,5854,4731,23.74%,3.21%
508,セントラル硝子(株)【4044】,6039,12982,13947,-6.92%,-53.48%
582,(株)アプラスフィナンシャル【8589】,6035,7065,5654,24.96%,-14.58%
760,東京都競馬(株)【9672】,6033,5131,4722,8.66%,17.58%
1115,(株)ヨロズ【7294】,6029,6327,10015,-36.82%,-4.71%
938,(株)技研製作所【6289】,5977,5124,4111,24.64%,16.65%
2167,(株)イオンファンタジー【4343】,5970,3769,2748,37.15%,58.40%
857,稲畑産業(株)【8098】,5962,12616,11371,10.95%,-52.74%
619,ロイヤルホールディングス(株)【8179】,5952,5222,4899,6.59%,13.98%
2588,トランコム(株)【9058】,5944,5681,6017,-5.58%,4.63%
1818,(株)イチネンホールディングス【9619】,5918,5681,5515,3.01%,4.17%
230,日立造船(株)【7004】,5907,14947,15112,-1.09%,-60.48%
3047,(株)ＴＡＴＥＲＵ【1435】,5898,3806,,#DIV/0!,54.97%
2421,ジャパンマテリアル(株)【6055】,5879,4558,4057,12.35%,28.98%
621,(株)トーモク【3946】,5878,7299,5088,43.46%,-19.47%
1363,ジェコス(株)【9991】,5847,6224,6779,-8.19%,-6.06%
731,スターゼン(株)【8043】,5844,5562,3914,42.11%,5.07%
2247,インフォコム(株)【4348】,5829,4776,4427,7.88%,22.05%
1105,(株)ケーユーホールディングス【9856】,5821,4829,4382,10.20%,20.54%
430,日本ケミコン(株)【6997】,5818,3338,2179,53.19%,74.30%
617,(株)ワキタ【8125】,5813,6574,6761,-2.77%,-11.58%
1315,中部飼料(株)【2053】,5805,4778,3423,39.59%,21.49%
902,(株)ティラド【7236】,5792,3216,1247,157.90%,80.10%
896,大倉工業(株)【4221】,5789,4710,2354,100.08%,22.91%
1685,日本管財(株)【9728】,5772,5522,5227,5.64%,4.53%
1549,アルヒ(株)【7198】,5766,5190,4440,16.89%,11.10%
1080,日東工業(株)【6651】,5751,6598,11264,-41.42%,-12.84%
1129,ＫＯＡ(株)【6999】,5750,3136,2591,21.03%,83.35%
2524,(株)ファンコミュニケーションズ【2461】,5749,5825,6114,-4.73%,-1.30%
822,(株)サンリオ【8136】,5734,6904,12675,-45.53%,-16.95%
1104,(株)三菱総合研究所【3636】,5731,5495,5552,-1.03%,4.29%
2244,名工建設(株)【1869】,5698,4852,5112,-5.09%,17.44%
1761,京葉瓦斯(株)【9539】,5687,5950,6384,-6.80%,-4.42%
2743,レーザーテック(株)【6920】,5685,4960,4428,12.01%,14.62%
522,(株)リョーサン【8140】,5665,4659,5538,-15.87%,21.59%
614,三井ホーム(株)【1868】,5660,5074,4674,8.56%,11.55%
645,飯野海運(株)【9119】,5651,6591,8115,-18.78%,-14.26%
1344,アオイ電子(株)【6832】,5649,5778,5633,2.57%,-2.23%
602,トナミホールディングス(株)【9070】,5631,5118,5239,-2.31%,10.02%
1208,長谷川香料(株)【4958】,5606,5160,4352,18.57%,8.64%
661,(株)アドヴァン【7463】,5591,5523,6139,-10.03%,1.23%
2145,明治海運(株)【9115】,5591,5865,4438,32.15%,-4.67%
1443,(株)リテールパートナーズ【8167】,5581,4629,4408,5.01%,20.57%
953,大崎電気工業(株)【6644】,5544,7692,3738,105.78%,-27.93%
2918,穴吹興産(株)【8928】,5505,4391,4041,8.66%,25.37%
925,(株)王将フードサービス【9936】,5503,,,#DIV/0!,#DIV/0!
924,ＩＳＩＤ【4812】,5489,6488,2122,205.75%,-15.40%
1157,新晃工業(株)【6458】,5480,5502,6033,-8.80%,-0.40%
737,サンデンホールディングス(株)【6444】,5469,1582,5494,-71.20%,245.70%
1837,日本ハウズイング(株)【4781】,5466,4767,5184,-8.04%,14.66%
2120,日東工器(株)【6151】,5456,4514,5078,-11.11%,20.87%
1710,ニチレキ(株)【5011】,5445,5742,4382,31.04%,-5.17%
1082,(株)ゼンリン【9474】,5441,4234,3038,39.37%,28.51%
1390,(株)ピーエス三菱【1871】,5440,3687,2891,27.53%,47.55%
1577,正栄食品工業(株)【8079】,5417,4705,3352,40.36%,15.13%
706,(株)タムラ製作所【6768】,5407,5117,4266,19.95%,5.67%
906,リケンテクノス(株)【4220】,5399,5862,5084,15.30%,-7.90%
596,(株)ユーシン【6985】,5397,3269,4715,-30.67%,65.10%
1081,フジッコ(株)【2908】,5396,5352,4973,7.62%,0.82%
1223,クックパッド(株)【2193】,5391,5012,6544,-23.41%,7.56%
2138,ヤーマン(株)【6630】,5385,3503,1028,240.76%,53.73%
612,(株)バルカー【7995】,5374,4065,3123,30.16%,32.20%
2044,(株)ミルボン【4919】,5345,5113,4727,8.17%,4.54%
2271,三協フロンテア(株)【9639】,5330,5216,4184,24.67%,2.19%
710,(株)テーオーシー【8841】,5330,6670,6219,7.25%,-20.09%
2683,(株)メルコホールディングス【6676】,5319,5573,4354,28.00%,-4.56%
3054,ＪＡＣ　Ｒｅｃｒｕｉｔｍｅｎｔ【2124】,5309,4725,3519,34.27%,12.36%
2850,ケイアイスター不動産(株)【3465】,5298,4132,,#DIV/0!,28.22%
839,京阪神ビルディング(株)【8818】,5298,4969,5118,-2.91%,6.62%
864,富士急行(株)【9010】,5293,4859,5425,-10.43%,8.93%
2692,りらいあコミュニケーションズ(株)【4708】,5290,4371,4621,-5.41%,21.02%
1124,松本油脂製薬(株)【4365】,5286,4807,5337,-9.93%,9.96%
543,積水化成品工業(株)【4228】,5284,5401,5118,5.53%,-2.17%
1014,(株)ホギメディカル【3593】,5273,7443,8784,-15.27%,-29.15%
2092,ナガイレーベン(株)【7447】,5264,5242,4950,5.90%,0.42%
1915,マックスバリュ東海(株)【8198】,5254,5426,4791,13.25%,-3.17%
2210,大黒天物産(株)【2791】,5244,5853,5682,3.01%,-10.40%
806,岩井コスモホールディングス(株)【8707】,5202,1579,3403,-53.60%,229.45%
2992,ＵＴグループ(株)【2146】,5197,3413,2462,38.63%,52.27%
718,ヨコレイ【2874】,5179,5169,3874,33.43%,0.19%
2626,(株)ブルボン【2208】,5177,4809,4368,10.10%,7.65%
993,モリ工業(株)【5464】,5172,4125,2261,82.44%,25.38%
2286,(株)システナ【2317】,5170,3693,3172,16.42%,39.99%
331,(株)オンワードホールディングス【8016】,5167,4203,3778,11.25%,22.94%
1288,日本ピラー工業(株)【6490】,5161,5166,3469,48.92%,-0.10%
1982,(株)ナガセ【9733】,5156,5648,6514,-13.29%,-8.71%
1591,(株)ツクイ【2398】,5154,3798,2997,26.73%,35.70%
2550,(株)マーベラス【7844】,5147,5754,5418,6.20%,-10.55%
1422,愛知電機(株)【6623】,5135,6767,4497,50.48%,-24.12%
735,ホッカンホールディングス(株)【5902】,5135,7507,4593,63.44%,-31.60%
563,(株)ノリタケカンパニーリミテド【5331】,5097,3119,3448,-9.54%,63.42%
2703,マニー(株)【7730】,5080,4261,4245,0.38%,19.22%
1437,松井建設(株)【1810】,5079,6085,6120,-0.57%,-16.53%
774,菱電商事(株)【8084】,5078,2730,3673,-25.67%,86.01%
1109,(株)京三製作所【6742】,5071,1551,1946,-20.30%,226.95%
1964,かどや製油(株)【2612】,5063,,,#DIV/0!,#DIV/0!
1926,(株)ニュートン・フィナンシャル・コンサルティング【7169】,5060,4522,4041,11.90%,11.90%
883,第一工業製薬(株)【4461】,5053,3944,3439,14.68%,28.12%
1067,タツタ電線(株)【5809】,5047,4286,4424,-3.12%,17.76%
597,ホソカワミクロン(株)【6277】,5045,3657,2450,49.27%,37.95%
788,(株)ジャストシステム【4686】,5037,4694,3964,18.42%,7.31%
625,(株)サンゲツ【8130】,5033,7572,9112,-16.90%,-33.53%
1319,ＧＭＯペイメントゲートウェイ(株)【3769】,5015,3819,2977,28.28%,31.32%
2483,寿スピリッツ(株)【2222】,5012,3847,3276,17.43%,30.28%
2080,亀田製菓(株)【2220】,5007,5618,4579,22.69%,-10.88%
1030,ノーリツ鋼機(株)【7744】,5006,4611,2036,126.47%,8.57%
1782,(株)アダストリア【2685】,5005,14916,16004,-6.80%,-66.45%
1632,ＪＫホールディングス(株)【9896】,5003,4593,4088,12.35%,8.93%
1552,(株)プレナス【9945】,4979,7193,6489,10.85%,-30.78%
2027,(株)ウエストホールディングス【1407】,4974,2679,4968,-46.07%,85.67%
2658,三洋貿易(株)【3176】,4938,4052,3606,12.37%,21.87%
1879,(株)アルプス物流【9055】,4932,5083,4857,4.65%,-2.97%
1228,近畿車輛(株)【7122】,4920,-14225,1423,-1099.65%,134.59%
482,アンリツ(株)【6754】,4912,4234,5897,-28.20%,16.01%
1486,ホーチキ(株)【6745】,4911,5417,5055,7.16%,-9.34%
388,新光電気工業(株)【6967】,4899,3268,9422,-65.32%,49.91%
860,ＫＩホールディングス(株)【6747】,4895,3502,5312,-34.07%,39.78%
1419,(株)キユーソー流通システム【9369】,4892,4841,4026,20.24%,1.05%
1590,荒川化学工業(株)【4968】,4892,5095,3639,40.01%,-3.98%
1328,ＫＬａｂ(株)【3656】,4891,1274,2198,-42.04%,283.91%
2093,ダイドーグループホールディングス(株)【2590】,4891,3857,4988,-22.67%,26.81%
581,(株)近鉄百貨店【8244】,4887,3062,3085,-0.75%,59.60%
1744,オプテックスグループ(株)【6914】,4885,3015,3161,-4.62%,62.02%
865,北野建設(株)【1866】,4885,4856,3689,31.63%,0.60%
1531,松田産業(株)【7456】,4877,2960,3125,-5.28%,64.76%
1311,(株)フジミインコーポレーテッド【5384】,4872,4278,3302,29.56%,13.88%
1278,(株)コスモスイニシア【8844】,4869,4084,3480,17.36%,19.22%
937,ニッタ(株)【5186】,4864,4288,4599,-6.76%,13.43%
1656,オーデリック(株)【6889】,4861,4837,4618,4.74%,0.50%
1040,岡部(株)【5959】,4844,5527,6327,-12.64%,-12.36%
898,オイレス工業(株)【6282】,4834,4419,4952,-10.76%,9.39%
1078,ゼリア新薬工業(株)【4559】,4830,4541,4565,-0.53%,6.36%
1726,高圧ガス工業(株)【4097】,4818,4515,4589,-1.61%,6.71%
1243,イーレックス(株)【9517】,4813,3535,1723,105.17%,36.15%
1762,(株)ハピネット【7552】,4806,3698,3450,7.19%,29.96%
2401,(株)エフティグループ【2763】,4806,4204,4873,-13.73%,14.32%
1167,新東工業(株)【6339】,4798,4887,5712,-14.44%,-1.82%
451,クラリオン(株)【6796】,4792,11367,11551,-1.59%,-57.84%
1179,(株)カナデン【8081】,4755,4330,4333,-0.07%,9.82%
1889,(株)ぐるなび【2440】,4742,6740,6429,4.84%,-29.64%
1037,(株)アーレスティ【5852】,4718,6912,5385,28.36%,-31.74%
2298,(株)壱番屋【7630】,4712,3663,4870,-24.78%,28.64%
1808,(株)ＪＡＬＵＸ【2729】,4709,4056,3789,7.05%,16.10%
1345,(株)ジャパンインベストメントアドバイザー【7172】,4707,2465,1155,113.42%,90.95%
2013,コーセル(株)【6905】,4704,3490,2305,51.41%,34.79%
2192,マックスバリュ西日本(株)【8287】,4702,6431,6066,6.02%,-26.89%
2827,(株)エイチーム【3662】,4701,4077,2212,84.31%,15.31%
1453,(株)キトー【6409】,4698,4208,5221,-19.40%,11.64%
2318,(株)帝国ホテル【9708】,4698,4934,4072,21.17%,-4.78%
943,(株)サーラコーポレーション【2734】,4696,2595,3647,-28.85%,80.96%
426,堺化学工業(株)【4078】,4690,4551,4615,-1.39%,3.05%
1377,タマホーム(株)【1419】,4653,3901,1803,116.36%,19.28%
1416,旭ダイヤモンド工業(株)【6140】,4640,2645,4750,-44.32%,75.43%
664,東芝機械(株)【6104】,4640,4473,3806,17.52%,3.73%
1239,(株)鶴見製作所【6351】,4637,4294,5100,-15.80%,7.99%
2886,第一稀元素化学工業(株)【4082】,4632,5069,4324,17.23%,-8.62%
1650,(株)船井総研ホールディングス【9757】,4631,3859,3497,10.35%,20.01%
1270,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ(株)【3975】,4619,,,#DIV/0!,#DIV/0!
618,日産東京販売ホールディングス(株)【8291】,4616,5029,4219,19.20%,-8.21%
762,(株)ヤマタネ【9305】,4614,4584,4803,-4.56%,0.65%
1042,エスペック(株)【6859】,4602,3243,3521,-7.90%,41.91%
1431,(株)丹青社【9743】,4587,3929,3218,22.09%,16.75%
1538,セコム上信越(株)【4342】,4573,4515,4545,-0.66%,1.28%
650,(株)カワチ薬品【2664】,4573,5723,4656,22.92%,-20.09%
1567,北越工業(株)【6364】,4561,4592,4343,5.73%,-0.68%
1787,(株)丸和運輸機関【9090】,4506,4401,3879,13.46%,2.39%
1629,(株)ミロク情報サービス【9928】,4485,4103,3039,35.01%,9.31%
2011,名鉄運輸(株)【9077】,4485,4830,4002,20.69%,-7.14%
893,(株)北川鉄工所【6317】,4484,4255,4899,-13.15%,5.38%
2117,東テク(株)【9960】,4479,3792,3443,10.14%,18.12%
1980,(株)ノダ【7879】,4474,3569,1109,221.82%,25.36%
1210,(株)ジャムコ【7408】,4466,2132,8793,-75.75%,109.47%
2351,フューチャー(株)【4722】,4458,3642,4869,-25.20%,22.41%
1578,アース製薬(株)【4985】,4456,5549,4016,38.17%,-19.70%
1931,(株)ジャパンミート【3539】,4449,3952,4282,-7.71%,12.58%
1244,川田テクノロジーズ(株)【3443】,4436,5904,3052,93.45%,-24.86%
1071,月島機械(株)【6332】,4430,3508,5485,-36.04%,26.28%
1747,(株)フルキャストホールディングス【4848】,4424,2882,2297,25.47%,53.50%
1196,ニチバン(株)【4218】,4419,4057,3360,20.74%,8.92%
1807,理研計器(株)【7734】,4415,4000,3615,10.65%,10.38%
1878,名港海運(株)【9357】,4403,3827,3674,4.16%,15.05%
1576,(株)メニコン【7780】,4394,3910,3457,13.10%,12.38%
1475,(株)日本ハウスホールディングス【1873】,4391,3858,3603,7.08%,13.82%
1364,(株)ＵＫＣホールディングス【3156】,4384,-6603,-2897,-127.93%,166.39%
1596,北陸電気工事(株)【1930】,4383,4584,4536,1.06%,-4.38%
2730,(株)進和【7607】,4378,3654,3040,20.20%,19.81%
934,(株)エンプラス【6961】,4368,4151,9933,-58.21%,5.23%
2390,(株)セゾン情報システムズ【9640】,4362,3351,2654,26.26%,30.17%
1917,セントラルスポーツ(株)【4801】,4341,4252,3516,20.93%,2.09%
2147,(株)Ｇ−７ホールディングス【7508】,4324,3897,3028,28.70%,10.96%
1446,(株)ＬＩＦＵＬＬ【2120】,4315,1016,4066,-75.01%,324.70%
1485,富士製薬工業(株)【4554】,4314,3568,3251,9.75%,20.91%
2069,富士古河Ｅ＆Ｃ(株)【1775】,4311,4670,3692,26.49%,-7.69%
795,山一電機(株)【6941】,4307,2714,2913,-6.83%,58.70%
978,東亜道路工業(株)【1882】,4300,5325,5487,-2.95%,-19.25%
1395,(株)トラスト・テック【2154】,4297,3220,2549,26.32%,33.45%
1546,三桜工業(株)【6584】,4297,6004,5250,14.36%,-28.43%
1637,(株)マルゼン【5982】,4287,4029,3777,6.67%,6.40%
1733,(株)ナガワ【9663】,4281,4063,3982,2.03%,5.37%
1246,新日本空調(株)【1952】,4274,3897,3405,14.45%,9.67%
3247,(株)ツカダ・グローバルホールディング【2418】,4268,3515,5392,-34.81%,21.42%
420,日本ＣＭＫ(株)【6958】,4266,2652,381,596.06%,60.86%
1253,(株)ナカノフドー建設【1827】,4264,5958,5481,8.70%,-28.43%
497,共英製鋼(株)【5440】,4259,7971,13792,-42.21%,-46.57%
1220,朝日放送グループホールディングス(株)【9405】,4250,4972,4064,22.34%,-14.52%
1039,(株)タムロン【7740】,4246,2361,4554,-48.16%,79.84%
1292,伊藤忠食品(株)【2692】,4246,3779,3983,-5.12%,12.36%
609,(株)コロワイド【7616】,4242,4112,6354,-35.28%,3.16%
2707,ローツェ(株)【6323】,4236,4572,2938,55.62%,-7.35%
2332,(株)プレステージ・インターナショナル【4290】,4230,3768,3345,12.65%,12.26%
2131,(株)オーハシテクニカ【7628】,4219,3807,4507,-15.53%,10.82%
