id,coding,industry,d2018,d2017,d2016
2739,(株)うるる【3979】,390,241,-288,卸売業
2740,(株)ビーロット【3452】,2365,1175,800,サービス業
2741,サイタホールディングス(株)【1999】,549,186,-80,建設業
2742,(株)オプトエレクトロニクス【6664】,-325,515,566,卸売業
2743,(株)魚喜【2683】,-56,7,179,精密機器
2744,(株)ボルテージ【3639】,-1042,141,530,建設業
2745,(株)ユビテック【6662】,131,108,-39,卸売業
2746,ＣＤＳ(株)【2169】,1052,1028,907,その他製品
2747,一正蒲鉾(株)【2904】,1018,1331,798,情報・通信
2748,ＴＡＣ(株)【4319】,833,713,605,サービス業
2749,(株)キャピタル・アセット・プランニング【3965】,,,,証券業
2750,(株)ハウス　オブ　ローゼ【7506】,,,,電気機器
2751,レーザーテック(株)【6920】,5685,4960,4428,倉庫・運輸関連業
2752,(株)マツモト【7901】,,,,情報・通信
2753,(株)ビーマップ【4316】,25,-97,-186,情報・通信
2754,(株)メディアドゥホールディングス【3678】,930,,,不動産業
2755,ソネット・メディア・ネットワークス(株)【6185】,543,324,,輸送用機器
2756,ヤマト・インダストリー(株)【7886】,-88,344,387,卸売業
2757,(株)ヒガシトゥエンティワン【9029】,811,670,711,建設業
2758,(株)ソノコム【7902】,,,,情報・通信
2759,(株)ストリーム【3071】,95,187,375,証券業
2760,(株)フジックス【3600】,-39,20,-59,情報・通信
2761,(株)ジェーシー・コムサ【2876】,,,,サービス業
2762,(株)エフアンドエム【4771】,1148,1223,1031,情報・通信
2763,助川電気工業(株)【7711】,,,,機械
2764,(株)創健社【7413】,-14,-15,33,海運業
2765,石井食品(株)【2894】,194,-38,-253,化学
2766,コスモ・バイオ(株)【3386】,193,514,200,輸送用機器
2767,(株)メディカル一光【3353】,1405,1200,1426,小売業
2768,(株)カカクコム【2371】,22876,21161,19534,情報・通信
2769,ＧＭＯクラウド(株)【3788】,1061,845,480,情報・通信
2770,アスカ(株)【7227】,670,494,369,電気機器
2771,(株)フルスピード【2159】,1347,850,955,卸売業
2772,ＳＰＫ(株)【7466】,1835,1722,1676,不動産業
2773,(株)関門海【3372】,197,,164,医薬品
2774,(株)アイナボホールディングス【7539】,1525,1914,1659,その他金融業
2775,(株)タクミナ【6322】,890,934,808,小売業
2776,サンセイ(株)【6307】,554,603,615,ガラス・土石製品
2777,ピー・シー・エー(株)【9629】,807,432,40,その他製品
2778,(株)放電精密加工研究所【6469】,389,381,128,卸売業
2779,データセクション(株)【3905】,45,79,28,鉄鋼
2780,アゼアス(株)【3161】,211,168,79,サービス業
2781,セフテック(株)【7464】,588,440,376,卸売業
2782,(株)マサル【1795】,325,431,586,情報・通信
2783,田辺工業(株)【1828】,1363,1746,1575,卸売業
2784,ソフトバンク・テクノロジー(株)【4726】,2176,2241,2308,情報・通信
2785,初穂商事(株)【7425】,,,,サービス業
2786,コムシード(株)【3739】,,,,サービス業
2787,(株)ワイヤレスゲート【9419】,922,1250,1065,機械
2788,川本産業(株)【3604】,103,,,電気機器
2789,(株)ＡＬＢＥＲＴ【3906】,,,,不動産業
2790,花月園観光(株)【9674】,,,,パルプ・紙
2791,(株)フォーシーズホールディングス【3726】,37,111,277,卸売業
2792,(株)豆蔵ホールディングス【3756】,2290,2119,1837,卸売業
2793,ウェルス・マネジメント(株)【3772】,1647,252,344,サービス業
2794,(株)マクロミル【3978】,7607,6825,5730,卸売業
2795,(株)リアルワールド【3691】,-272,-103,203,食料品
2796,(株)オーネックス【5987】,327,288,-32,金属製品
2797,(株)エッチ・ケー・エス【7219】,163,203,477,化学
2798,美濃窯業(株)【5356】,1085,718,303,機械
2799,(株)ジー・スリーホールディングス【3647】,839,806,299,化学
2800,(株)ベガコーポレーション【3542】,,,583,情報・通信
2801,丸尾カルシウム(株)【4102】,504,569,405,サービス業
2802,三相電機(株)【6518】,882,681,526,サービス業
2803,(株)ダイショー【2816】,,,,化学
2804,大丸エナウィン(株)【9818】,805,819,910,サービス業
2805,(株)イード【6038】,256,87,305,化学
2806,工藤建設(株)【1764】,,,,輸送用機器
2807,東京日産コンピュータシステム(株)【3316】,,,,情報・通信
2808,(株)ナカニシ【7716】,9467,8459,9603,小売業
2809,(株)ナカボーテック【1787】,,,,ガラス・土石製品
2810,マルサンアイ(株)【2551】,379,710,748,サービス業
2811,トシン・グループ(株)【2761】,2271,1949,2078,サービス業
2812,(株)ミロク【7983】,1108,876,801,パルプ・紙
2813,(株)アルファポリス【9467】,,,,小売業
2814,(株)環境管理センター【4657】,,,,小売業
2815,今村証券(株)【7175】,,,,サービス業
2816,(株)大日光・エンジニアリング【6635】,171,312,-246,卸売業
2817,大東港運(株)【9367】,655,782,769,電気機器
2818,(株)ソフトクリエイトホールディングス【3371】,1707,1544,1461,卸売業
2819,(株)イーブックイニシアティブジャパン【3658】,254,17,-166,情報・通信
2820,(株)新日本建物【8893】,,,,情報・通信
2821,(株)ウェッズ【7551】,1742,1417,2035,その他金融業
2822,(株)エスポア【3260】,,,,不動産業
2823,ジューテックホールディングス(株)【3157】,1230,1183,1091,サービス業
2824,(株)三東工業社【1788】,,,,情報・通信
2825,(株)ソフトウェア・サービス【3733】,,,,化学
2826,ヒロセ通商(株)【7185】,2610,1529,1259,サービス業
2827,ＵＬＳグループ(株)【3798】,888,842,810,機械
2828,(株)メンバーズ【2130】,667,617,448,卸売業
2829,(株)インテリジェント　ウェイブ【4847】,,,714,情報・通信
2830,(株)和井田製作所【6158】,835,302,914,サービス業
2831,佐渡汽船(株)【9176】,86,-172,308,情報・通信
2832,互応化学工業(株)【4962】,739,808,773,サービス業
2833,(株)北弘電社【1734】,,,,サービス業
2834,ＧＭＢ(株)【7214】,2783,2740,448,情報・通信
2835,(株)まんだらけ【2652】,,,,化学
2836,(株)エイチーム【3662】,4701,4077,2212,不動産業
2837,(株)アイフリークモバイル【3845】,,,-12,化学
2838,(株)アドテック　プラズマ　テクノロジー【6668】,1827,1486,187,情報・通信
2839,(株)ラクーンホールディングス【3031】,437,420,393,情報・通信
2840,(株)イーグランド【3294】,,,,小売業
2841,(株)カイノス【4556】,,,,倉庫・運輸関連業
2842,日本モーゲージサービス(株)【7192】,823,806,549,情報・通信
2843,(株)ワイズテーブルコーポレーション【2798】,-93,300,195,サービス業
2844,テクノクオーツ(株)【5217】,1131,723,181,金属製品
2845,浅香工業(株)【5962】,,,,小売業
2846,横浜魚類(株)【7443】,,,,サービス業
2847,東北特殊鋼(株)【5484】,2547,2266,1595,電気機器
2848,(株)要興業【6566】,1142,1034,1170,建設業
2849,リックス(株)【7525】,2287,1676,1776,サービス業
2850,ソフトブレーン(株)【4779】,949,1014,678,サービス業
2851,スターティアホールディングス(株)【3393】,358,265,503,情報・通信
2852,(株)メディアシーク【4824】,-173,-14,6,小売業
2853,アライドアーキテクツ(株)【6081】,-57,294,-345,非鉄金属
2854,(株)ストライク【6196】,,,,化学
2855,大成(株)【4649】,292,279,32,不動産業
2856,中野冷機(株)【6411】,2717,2869,3363,情報・通信
2857,インスペック(株)【6656】,-256,136,-19,情報・通信
2858,ケイアイスター不動産(株)【3465】,5298,4132,,サービス業
2859,(株)岡山製紙【3892】,,,,情報・通信
2860,東北化学薬品(株)【7446】,292,202,197,機械
2861,堺商事(株)【9967】,417,558,460,陸運業
2862,川崎地質(株)【4673】,,,,機械
2863,知多鋼業(株)【5993】,1266,1330,1146,情報・通信
2864,ミタチ産業(株)【3321】,1407,693,616,食料品
2865,(株)大森屋【2917】,448,205,170,情報・通信
2866,(株)ジェイテックコーポレーション【3446】,,,,金属製品
2867,(株)エス・ディー・エス　バイオテック【4952】,,734,2022,不動産業
2868,(株)電業社機械製作所【6365】,1507,1334,1075,情報・通信
2869,(株)トリケミカル研究所【4369】,,,,不動産業
2870,(株)フォーサイド【2330】,92,24,-209,食料品
2871,(株)夢真ホールディングス【2362】,5186,2361,2433,輸送用機器
2872,(株)アイ・アールジャパンホールディングス【6035】,1156,1009,780,卸売業
2873,(株)アイビー化粧品【4918】,144,1090,630,倉庫・運輸関連業
2874,(株)ランシステム【3326】,97,94,213,サービス業
2875,竹本容器(株)【4248】,1412,1259,1250,情報・通信
2876,阪神内燃機工業(株)【6018】,,,,情報・通信
2877,鈴与シンワート(株)【9360】,202,286,289,サービス業
2878,(株)オーシャンシステム【3096】,910,915,979,繊維製品
2879,(株)ヤマウ【5284】,501,496,438,サービス業
2880,(株)インソース【6200】,937,592,460,化学
2881,オーエス(株)【9637】,644,766,1062,建設業
2882,光ビジネスフォーム(株)【3948】,,,,卸売業
2883,アシードホールディングス(株)【9959】,556,558,471,サービス業
2884,フェスタリアホールディングス(株)【2736】,57,311,216,サービス業
2885,日本サード・パーティ(株)【2488】,251,195,237,電気機器
2886,プラマテルズ(株)【2714】,1200,791,883,建設業
2887,太洋工業(株)【6663】,-29,57,22,サービス業
2888,(株)キムラ【7461】,953,1240,1470,サービス業
2889,(株)ベリサーブ【3724】,,,,ガラス・土石製品
2890,(株)エディア【3935】,,,,卸売業
2891,ＧＦＡ(株)【8783】,117,,,機械
2892,(株)サンセイランディック【3277】,1762,1446,1299,輸送用機器
2893,サイジニア(株)【6031】,,,,水産・農林業
2894,(株)サイバーリンクス【3683】,,,,繊維製品
2895,第一稀元素化学工業(株)【4082】,4632,5069,4324,化学
2896,(株)ヤガミ【7488】,1224,1092,1166,情報・通信
2897,平安レイサービス(株)【2344】,1863,2024,1814,その他金融業
2898,(株)宇野澤組鐵工所【6396】,,,,情報・通信
2899,クリヤマホールディングス(株)【3355】,2004,1988,2965,サービス業
2900,(株)エックスネット【4762】,,,,情報・通信
2901,(株)トスネット【4754】,818,815,887,情報・通信
2902,(株)ＩＧポート【3791】,310,520,416,ガラス・土石製品
2903,ジャパンベストレスキューシステム(株)【2453】,1430,889,823,卸売業
2904,(株)鎌倉新書【6184】,,,,情報・通信
2905,パシフィックシステム(株)【3847】,670,622,547,海運業
2906,(株)アテクト【4241】,160,181,235,サービス業
2907,(株)毎日コムネット【8908】,1768,1631,1510,小売業
2908,ＭＩＣＳ化学(株)【7899】,92,171,101,機械
2909,日本ラッド(株)【4736】,,189,190,食料品
2910,(株)アズジェント【4288】,,,,電気機器
2911,(株)銀座ルノアール【9853】,327,296,337,医薬品
2912,櫻島埠頭(株)【9353】,63,11,84,機械
2913,(株)キューブシステム【2335】,855,781,949,機械
2914,(株)ワールドホールディングス【2429】,7064,7407,5137,電気機器
2915,サンコーテクノ(株)【3435】,1159,1124,1338,不動産業
2916,(株)トーエル【3361】,1751,1964,1874,小売業
2917,日本パレットプール(株)【4690】,,,,情報・通信
2918,ＳＥＭＩＴＥＣ(株)【6626】,971,723,654,卸売業
2919,美樹工業(株)【1718】,1896,2033,2003,食料品
2920,(株)土木管理総合試験所【6171】,,420,437,化学
2921,ＧＭＯメディア(株)【6180】,,,,保険業
2922,(株)ジーダット【3841】,,,153,サービス業
2923,(株)ゼネラル・オイスター【3224】,-160,-461,-342,サービス業
2924,(株)ＪＭＣ【5704】,,,,情報・通信
2925,(株)アジュバンコスメジャパン【4929】,500,519,647,精密機器
2926,穴吹興産(株)【8928】,5505,4391,4041,情報・通信
2927,ゲンダイエージェンシー(株)【2411】,743,1269,1142,非鉄金属
2928,(株)エルテス【3967】,71,,,サービス業
2929,(株)サイネックス【2376】,513,806,656,情報・通信
2930,(株)Ｍｉｎｏｒｉソリューションズ【3822】,,,,サービス業
2931,(株)太平製作所【6342】,821,697,397,サービス業
2932,秩父鉄道(株)【9012】,256,249,148,その他製品
2933,(株)妙徳【6265】,446,270,435,医薬品
2934,(株)サカイホールディングス【9446】,866,725,763,その他製品
2935,(株)ピックルスコーポレーション【2925】,1131,780,931,不動産業
2936,(株)ＮＴＴデータイントラマート【3850】,626,597,403,医薬品
2937,日本製罐(株)【5905】,56,106,,その他金融業
2938,日本社宅サービス(株)【8945】,807,812,615,情報・通信
2939,(株)ヒト・コミュニケーションズ【3654】,2663,2601,2803,情報・通信
2940,(株)エストラスト【3280】,1160,1076,1115,機械
2941,Ｂ−Ｒ　サーティワン　アイスクリーム(株)【2268】,,,,その他製品
2942,レシップホールディングス(株)【7213】,-235,483,-571,小売業
2943,清和中央ホールディングス(株)【7531】,1363,931,825,化学
2944,トレーディア(株)【9365】,121,22,27,機械
2945,(株)イオレ【2334】,,,,サービス業
2946,(株)チームスピリット【4397】,,,,情報・通信
2947,旭情報サービス(株)【9799】,,,,その他製品
2948,エスアールジータカミヤ(株)【2445】,1690,2429,2983,機械
2949,新内外綿(株)【3125】,-25,174,268,その他製品
2950,(株)Ｎ・フィールド【6077】,,,,輸送用機器
2951,大伸化学(株)【4629】,,,,サービス業
2952,ファーストコーポレーション(株)【1430】,,,,サービス業
2953,アルファグループ(株)【3322】,243,592,659,金属製品
2954,(株)ＡＣＫグループ【2498】,1985,1434,1285,サービス業
2955,(株)フュートレック【2468】,-276,325,468,情報・通信
2956,(株)日本抵抗器製作所【6977】,242,66,33,鉄鋼
2957,(株)ソネック【1768】,797,767,676,機械
2958,ウィルソン・ラーニング　ワールドワイド(株)【9610】,245,307,152,卸売業
2959,(株)ニッパンレンタル【4669】,,,,情報・通信
2960,(株)トーヨーアサノ【5271】,756,72,283,情報・通信
2961,ハリマ共和物産(株)【7444】,1801,1700,948,非鉄金属
2962,ヒーハイスト精工(株)【6433】,225,145,67,サービス業
2963,(株)タツミ【7268】,174,408,366,卸売業
2964,(株)秋川牧園【1380】,91,137,88,サービス業
2965,北日本紡績(株)【3409】,,,6,金属製品
2966,(株)日本色材工業研究所【4920】,646,799,500,食料品
2967,デジタルアーツ(株)【2326】,1902,1824,1006,ゴム製品
2968,ジェイリース(株)【7187】,407,337,207,卸売業
2969,(株)Ｕｂｉｃｏｍホールディングス【3937】,322,237,193,サービス業
2970,手間いらず(株)【2477】,,,,小売業
2971,(株)トーシンホールディングス【9444】,478,436,536,パルプ・紙
2972,アイスタディ(株)【2345】,,,,サービス業
2973,日本ルツボ(株)【5355】,562,377,275,金属製品
2974,カネヨウ(株)【3209】,,,,情報・通信
2975,(株)バリューデザイン【3960】,79,-12,188,情報・通信
2976,玉井商船(株)【9127】,-151,-360,332,卸売業
2977,メドピア(株)【6095】,367,82,57,情報・通信
2978,(株)シルバーライフ【9262】,,,,小売業
2979,日本ドライケミカル(株)【1909】,1109,1268,1865,情報・通信
2980,(株)フルッタフルッタ【2586】,,,,情報・通信
2981,Ａｂａｌａｎｃｅ(株)【3856】,926,115,397,サービス業
2982,キョーリン製薬ホールディングス(株)【4569】,8822,10413,19636,建設業
2983,(株)太陽工機【6164】,,,,食料品
2984,(株)高見沢サイバネティックス【6424】,153,140,340,情報・通信
2985,(株)ＡＫＩＢＡホールディングス【6840】,108,63,184,サービス業
2986,日本駐車場開発(株)【2353】,3533,3067,1977,サービス業
2987,(株)ＤＤホールディングス【3073】,2204,1641,952,小売業
2988,東洋ビジネスエンジニアリング(株)【4828】,757,715,531,卸売業
2989,(株)グリーンクロス【7533】,1173,1165,991,サービス業
2990,杉田エース(株)【7635】,880,795,749,金属製品
2991,(株)やまみ【2820】,,,,情報・通信
2992,(株)ハーバー研究所【4925】,2400,1769,1525,倉庫・運輸関連業
2993,(株)アイリックコーポレーション【7325】,266,231,123,卸売業
2994,(株)ＳＥＲＩＯホールディングス【6567】,61,39,,化学
2995,(株)共和コーポレーション【6570】,541,318,187,精密機器
2996,アクモス(株)【6888】,213,146,111,情報・通信
2997,(株)ホロン【7748】,,,,サービス業
2998,(株)ハイマックス【4299】,981,961,851,卸売業
2999,ＦＣＭ(株)【5758】,,,,サービス業
3000,(株)光ハイツ・ヴェラス【2137】,,,,金属製品
3001,ＵＴグループ(株)【2146】,5197,3413,2462,サービス業
3002,(株)菱友システムズ【4685】,1642,1766,1808,機械
3003,(株)イナリサーチ【2176】,196,56,-207,その他製品
3004,(株)チャーム・ケア・コーポレーション【6062】,,,,電気機器
3005,(株)オービス【7827】,,,484,輸送用機器
3006,大幸薬品(株)【4574】,1857,1545,1347,金属製品
3007,(株)クロスフォー【7810】,234,816,993,情報・通信
3008,(株)フェイスネットワーク【3489】,,,,金属製品
3009,(株)中京医薬品【4558】,,,,機械
3010,あんしん保証(株)【7183】,,,,倉庫・運輸関連業
3011,(株)オークファン【3674】,410,205,320,建設業
3012,(株)ＪＩＥＣ【4291】,,,,卸売業
3013,ダイコク電機(株)【6430】,1192,1048,-894,化学
3014,興研(株)【7963】,725,634,526,サービス業
3015,東和フードサービス(株)【3329】,,,,不動産業
3016,旭化学工業(株)【7928】,95,72,-116,情報・通信
3017,(株)ミューチュアル【2773】,369,1228,920,証券業
3018,ウェルネット(株)【2428】,,,,化学
3019,(株)ＪＢイレブン【3066】,103,148,195,卸売業
3020,安川情報システム(株)【2354】,443,878,-540,パルプ・紙
3021,サンケイ化学(株)【4995】,87,-57,35,情報・通信
3022,(株)研創【7939】,,,,金属製品
3023,キクカワエンタープライズ(株)【6346】,,,,情報・通信
3024,(株)アールシーコア【7837】,445,666,752,建設業
3025,(株)リード【6982】,,,,卸売業
3026,(株)シイエム・シイ【2185】,2001,1372,1371,その他製品
3027,(株)城南進学研究社【4720】,304,335,323,サービス業
3028,(株)大谷工業【5939】,,,,小売業
3029,(株)ハリマビステム【9780】,277,220,364,情報・通信
3030,(株)エヌアイデイ【2349】,1826,1834,1544,化学
3031,大和重工(株)【5610】,,,,建設業
3032,ミクロン精密(株)【6159】,964,785,1186,建設業
3033,日本ライトン(株)【2703】,229,109,222,その他製品
3034,ナレッジスイート(株)【3999】,48,,,小売業
3035,(株)オープンドア【3926】,1155,999,849,金属製品
3036,ＪＭＡＣＳ(株)【5817】,56,,,小売業
3037,(株)デザインワン・ジャパン【6048】,,,,不動産業
3038,クリエイト(株)【3024】,345,244,138,不動産業
3039,(株)トライステージ【2178】,1032,1394,898,電気機器
3040,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ【3445】,3075,1557,1081,サービス業
3041,アヲハタ(株)【2830】,879,758,543,情報・通信
3042,不二ラテックス(株)【5199】,648,550,652,情報・通信
3043,(株)タイセイ【3359】,341,291,162,サービス業
3044,(株)東京個別指導学院【4745】,,,,サービス業
3045,北雄ラッキー(株)【2747】,,,,その他製品
3046,昭和パックス(株)【3954】,1393,1195,1098,卸売業
3047,日本エス・エイチ・エル(株)【4327】,,,,小売業
3048,ＳＨＩＮＰＯ(株)【5903】,736,608,603,サービス業
3049,ＵＵＵＭ(株)【3990】,716,358,,金属製品
3050,(株)ＯＤＫソリューションズ【3839】,365,162,108,サービス業
3051,東京貴宝(株)【7597】,,,-41,卸売業
3052,日本テレホン(株)【9425】,,,31,金属製品
3053,(株)ハブ【3030】,,,,サービス業
3054,(株)朝日ネット【3834】,,,,情報・通信
3055,(株)昭和システムエンジニアリング【4752】,,,,情報・通信
3056,(株)フジコー【2405】,191,228,276,サービス業
3057,(株)ＴＡＴＥＲＵ【1435】,5898,3806,,サービス業
3058,ジャパンフーズ(株)【2599】,893,,,サービス業
3059,(株)いい生活【3796】,49,153,125,機械
3060,(株)ケアネット【2150】,407,194,153,サービス業
3061,(株)鴨川グランドホテル【9695】,,,,サービス業
3062,(株)ジェネレーションパス【3195】,17,83,63,小売業
3063,石光商事(株)【2750】,567,507,271,小売業
3064,ＪＡＣ　Ｒｅｃｒｕｉｔｍｅｎｔ【2124】,5309,4725,3519,パルプ・紙
3065,アマテイ(株)【5952】,106,159,84,その他製品
3066,サイボウズ(株)【4776】,802,515,-381,情報・通信
3067,兵機海運(株)【9362】,341,194,182,サービス業
3068,愛光電気(株)【9909】,,,,陸運業
3069,川口化学工業(株)【4361】,265,94,1,輸送用機器
3070,(株)インターアクション【7725】,1006,435,467,卸売業
3071,(株)ベネフィットジャパン【3934】,761,681,540,卸売業
3072,ジャパンエレベーターサービスホールディングス(株)【6544】,1351,611,729,卸売業
3073,(株)カワニシホールディングス【2689】,1230,1044,543,情報・通信
3074,(株)エスクリ【2196】,1950,1343,839,情報・通信
3075,ＴＯＮＥ(株)【5967】,1127,1399,983,サービス業
3076,(株)ブランジスタ【6176】,-233,301,502,サービス業
3077,(株)ヒガシマル【2058】,365,423,525,小売業
3078,極東産機(株)【6233】,,,,ゴム製品
3079,(株)光・彩【7878】,,,2,その他製品
3080,(株)ＯＳＧコーポレーション【6757】,-279,532,501,建設業
3081,エイケン工業(株)【7265】,,,,食料品
3082,ネポン(株)【7985】,229,269,173,情報・通信
3083,応用技術(株)【4356】,,,,卸売業
3084,那須電機鉄工(株)【5922】,632,497,569,情報・通信
3085,(株)ヤマダコーポレーション【6392】,1474,862,838,情報・通信
3086,日本コンセプト(株)【9386】,1865,1716,2111,陸運業
3087,(株)オーテック【1736】,1644,1566,1491,情報・通信
3088,(株)グリムス【3150】,1018,752,575,サービス業
3089,昭和化学工業(株)【4990】,559,635,389,小売業
3090,バーチャレクス・ホールディングス(株)【6193】,47,226,257,小売業
3091,アズマハウス(株)【3293】,1425,,,情報・通信
3092,(株)ヴィンクス【3784】,1261,1309,1443,小売業
3093,ＧＭＯフィナンシャルホールディングス(株)【7177】,7462,9014,10611,サービス業
3094,メック(株)【4971】,1993,1887,2185,卸売業
3095,(株)ビューティガレージ【3180】,648,555,441,情報・通信
3096,ハビックス(株)【3895】,1143,1440,640,陸運業
3097,(株)インフォメーション・ディベロプメント【4709】,1254,1105,970,情報・通信
3098,(株)共和工業所【5971】,1093,669,212,情報・通信
3099,(株)エヌジェイホールディングス【9421】,664,-358,-509,情報・通信
3100,(株)協和日成【1981】,,,,サービス業
3101,(株)バイク王＆カンパニー【3377】,,,,卸売業
3102,(株)グラファイトデザイン【7847】,,,,サービス業
3103,(株)翻訳センター【2483】,802,697,534,卸売業
3104,(株)ＷＤＩ【3068】,1339,1476,1514,不動産業
3105,(株)ＳＨＩＦＴ【3697】,1200,391,517,ゴム製品
3106,(株)ニイタカ【4465】,1084,1076,654,サービス業
3107,(株)フィル・カンパニー【3267】,296,206,150,その他製品
3108,常磐開発(株)【1782】,2212,1894,1850,サービス業
3109,(株)プラッツ【7813】,132,203,24,サービス業
3110,リネットジャパングループ(株)【3556】,8,49,150,情報・通信
3111,天龍製鋸(株)【5945】,1638,1204,1113,サービス業
3112,(株)フライングガーデン【3317】,,,,繊維製品
3113,(株)パルマ【3461】,,,,卸売業
3114,(株)誠建設工業【8995】,294,251,149,機械
3115,(株)エイアンドティー【6722】,,,,金属製品
3116,(株)ＭＳ−Ｊａｐａｎ【6539】,,,,小売業
3117,ネットイヤーグループ(株)【3622】,-51,-206,146,情報・通信
3118,シェアリングテクノロジー(株)【3989】,,,,情報・通信
3119,(株)ＩＢＪ【6071】,1493,1111,,繊維製品
3120,(株)ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ【6555】,553,508,500,ゴム製品
3121,(株)重松製作所【7980】,,,,不動産業
3122,西川計測(株)【7500】,,,,非鉄金属
3123,(株)串カツ田中ホールディングス【3547】,,,,情報・通信
3124,(株)ダイサン【4750】,,,,情報・通信
3125,(株)ケー・エフ・シー【3420】,2610,2760,2787,繊維製品
3126,(株)エラン【6099】,912,,,サービス業
3127,(株)カワサキ【3045】,209,194,135,情報・通信
3128,ミヤコ(株)【3424】,,,,情報・通信
3129,(株)きんえい【9636】,,,,機械
3130,(株)テクノスジャパン【3666】,742,728,580,サービス業
3131,(株)クロス・マーケティンググループ【3675】,726,1341,1232,化学
3132,(株)ＲＫＢ毎日ホールディングス【9407】,2204,2174,1711,情報・通信
3133,(株)キャリアデザインセンター【2410】,1166,1153,1005,ガラス・土石製品
3134,(株)アドベンチャー【6030】,536,414,286,ガラス・土石製品
3135,(株)レアジョブ【6096】,130,36,17,鉄鋼
3136,(株)エスティック【6161】,1253,915,641,金属製品
3137,アトラ(株)【6029】,,,,輸送用機器
3138,(株)きょくとう【2300】,,,,サービス業
3139,(株)バッファロー【3352】,,,,機械
3140,(株)フジタコーポレーション【3370】,,,,電気機器
3141,大村紙業(株)【3953】,,,,輸送用機器
3142,アビックス(株)【7836】,19,,,卸売業
3143,(株)ＳＫＩＹＡＫＩ【3995】,242,143,-107,不動産業
3144,トレンダーズ(株)【6069】,,,,倉庫・運輸関連業
3145,東部ネットワーク(株)【9036】,,,,サービス業
3146,(株)カネミツ【7208】,1000,1007,681,小売業
3147,(株)大田花き【7555】,80,16,184,情報・通信
3148,(株)フーマイスターエレクトロニクス【3165】,8,-44,,電気機器
3149,ウイン・パートナーズ(株)【3183】,3144,3058,2965,小売業
3150,(株)フィックスターズ【3687】,1100,835,710,情報・通信
3151,(株)システムリサーチ【3771】,983,938,863,サービス業
3152,(株)三機サービス【6044】,777,538,394,精密機器
3153,(株)ソラスト【6197】,4188,3654,3311,卸売業
3154,(株)ありがとうサービス【3177】,,,,サービス業
3155,相模ゴム工業(株)【5194】,1478,1660,619,情報・通信
3156,ＳＨＯ−ＢＩ(株)【7819】,226,340,464,サービス業
3157,明豊ファシリティワークス(株)【1717】,,,,サービス業
3158,サトウ食品工業(株)【2923】,849,1247,1187,サービス業
3159,(株)日本一ソフトウェア【3851】,658,366,427,食料品
3160,橋本総業ホールディングス(株)【7570】,2223,1872,1655,不動産業
3161,(株)フォーバルテレコム【9445】,699,695,644,サービス業
3162,スターツ出版(株)【7849】,,,,小売業
3163,南総通運(株)【9034】,1481,1414,1238,金属製品
3164,(株)アルファクス・フード・システム【3814】,,,,情報・通信
3165,(株)ブラス【2424】,,,,その他製品
3166,夢みつけ隊(株)【2673】,39,76,74,不動産業
3167,ＳＦＰホールディングス(株)【3198】,3529,3307,,金属製品
3168,(株)ユーザーローカル【3984】,,,,化学
3169,Ｈａｍｅｅ(株)【3134】,1379,1106,450,サービス業
3170,ＲＰＡホールディングス(株)【6572】,465,166,23,情報・通信
3171,木徳神糧(株)【2700】,649,1061,1385,小売業
3172,(株)東邦システムサイエンス【4333】,,,,サービス業
3173,大和自動車交通(株)【9082】,561,678,839,サービス業
3174,アドソル日進(株)【3837】,,,,情報・通信
3175,(株)ネクストジェン【3842】,131,,,サービス業
3176,(株)Ｅストアー【4304】,,,619,サービス業
3177,西菱電機(株)【4341】,313,130,262,情報・通信
3178,コーア商事ホールディングス(株)【9273】,1274,1614,1751,建設業
3179,(株)ＮＪＳ【2325】,1239,774,1876,建設業
3180,(株)Ｎｏ．１【3562】,278,304,268,サービス業
3181,(株)センチュリー２１・ジャパン【8898】,,,,化学
3182,(株)朝日ラバー【5162】,561,475,237,情報・通信
3183,(株)ツナグ・ソリューションズ【6551】,231,302,230,小売業
3184,(株)シー・エス・ランバー【7808】,598,581,532,不動産業
3185,(株)ピーエイ【4766】,-38,32,95,情報・通信
3186,幼児活動研究会(株)【2152】,,,843,医薬品
3187,(株)アイドママーケティングコミュニケーション【9466】,,,,精密機器
3188,Ｆｒｉｎｇｅ８１(株)【6550】,335,,,化学
3189,(株)ワールド【3612】,13225,12066,,卸売業
3190,(株)テンポスホールディングス【2751】,2007,2154,2014,卸売業
3191,(株)プラコー【6347】,,,,情報・通信
3192,中央ビルト工業(株)【1971】,,,,サービス業
3193,シュッピン(株)【3179】,,,,情報・通信
3194,エンカレッジ・テクノロジ(株)【3682】,408,471,,建設業
3195,(株)ｓＭｅｄｉｏ【3913】,-60,175,153,建設業
3196,(株)ゴルフ・ドゥ【3032】,51,106,73,サービス業
3197,倉庫精練(株)【3578】,-200,-286,-154,情報・通信
3198,櫻護謨(株)【5189】,803,945,856,サービス業
3199,(株)グッドコムアセット【3475】,907,929,948,食料品
3200,(株)アサカ理研【5724】,337,208,224,食料品
3201,パイプドＨＤ(株)【3919】,750,845,580,情報・通信
3202,(株)シンクロ・フード【3963】,595,,,情報・通信
3203,(株)中央製作所【6846】,106,31,41,水産・農林業
3204,(株)マツオカコーポレーション【3611】,3776,4122,2262,情報・通信
