id,coding,industry,d2018,d2017,d2016
656,(株)ミスミグループ本社【9962】,34848,27127,25690,食料品
657,昭和産業(株)【2004】,6556,8786,7951,機械
658,スター精密(株)【7718】,6210,3606,5735,輸送用機器
659,(株)ショーワ【7274】,25296,-3263,7568,建設業
660,安藤ハザマ【1719】,35714,37018,25456,建設業
661,(株)九電工【1959】,34726,30732,25197,機械
662,フジテック(株)【6406】,10665,12687,14449,小売業
663,(株)アドヴァン【7463】,5591,5523,6139,不動産業
664,(株)ゴールドクレスト【8871】,13324,8860,6872,機械
665,(株)豊和銀行【8559】,,,,精密機器
666,東芝機械(株)【6104】,4640,4473,3806,機械
667,リズム時計工業(株)【7769】,995,851,553,卸売業
668,マックス(株)【6454】,6139,6323,5883,機械
669,(株)第一興商【7458】,21103,20694,19886,卸売業
670,(株)ツガミ【6101】,6942,3083,2125,化学
671,日鉄住金物産(株)【9810】,32314,30832,27885,機械
672,積水樹脂(株)【4212】,10345,9906,9664,建設業
673,津田駒工業(株)【6217】,622,728,-274,情報・通信
674,日本道路(株)【1884】,6742,7286,9878,電気機器
675,ネットワンシステムズ(株)【7518】,8241,5747,2453,証券業
676,シスメックス(株)【6869】,59078,51701,56962,食料品
677,水戸証券(株)【8622】,,,,不動産業
678,(株)宮崎太陽銀行【8560】,1431,2575,2466,証券業
679,日本製粉(株)【2001】,10060,11574,11093,電気機器
680,ダイビル(株)【8806】,11055,10693,9114,ゴム製品
681,澤田ホールディングス(株)【8699】,7192,5764,9967,保険業
682,マクセルホールディングス(株)【6810】,8848,7567,7306,卸売業
683,住友理工(株)【5191】,12196,13600,12867,ガラス・土石製品
684,ライフネット生命保険(株)【7157】,,,,銀行業
685,加賀電子(株)【8154】,8119,6879,7788,サービス業
686,ニチアス(株)【5393】,21357,19600,15104,その他製品
687,(株)岩手銀行【8345】,6635,7910,10805,食料品
688,藤田観光(株)【9722】,1995,1712,39,電気機器
689,ＮＩＳＳＨＡ(株)【7915】,6278,-3904,10541,銀行業
690,カルビー(株)【2229】,26828,28841,28125,建設業
691,(株)堀場製作所【6856】,26834,18499,19372,小売業
692,(株)山形銀行【8344】,6203,7935,7130,証券業
693,三井住友建設(株)【1821】,30584,27941,23364,不動産業
694,(株)ジョイフル本田【3191】,7981,7395,7706,非鉄金属
695,光世証券(株)【8617】,,,,機械
696,サンフロンティア不動産(株)【8934】,11239,9380,7387,電気・ガス業
697,東邦チタニウム(株)【5727】,3930,3726,3890,証券業
698,ＯＳＧ【6136】,19137,18246,21597,小売業
699,メタウォーター(株)【9551】,6745,6328,5399,サービス業
700,松井証券(株)【8628】,,,,小売業
701,(株)エディオン【2730】,15378,15273,17050,輸送用機器
702,(株)ニチイ学館【9792】,7630,4206,-785,建設業
703,(株)バローホールディングス【9956】,13470,15439,16683,陸運業
704,極東開発工業(株)【7226】,10245,11146,10500,建設業
705,ミサワホーム(株)【1722】,7485,8401,6686,電気機器
706,ＳＧホールディングス(株)【9143】,62709,49474,54004,電気機器
707,東芝プラントシステム(株)【1983】,20245,17583,18648,輸送用機器
708,(株)タムラ製作所【6768】,5407,5117,4266,不動産業
709,(株)テラプローブ【6627】,1845,2334,2783,不動産業
710,日本車輌製造(株)【7102】,7266,-5104,-10171,その他製品
711,(株)プロスペクト【3528】,-1354,-43,386,陸運業
712,(株)テーオーシー【8841】,5330,6670,6219,情報・通信
713,トッパン・フォームズ(株)【7862】,7114,9474,13674,化学
714,神戸電鉄(株)【9046】,2275,2243,2283,化学
715,東映(株)【9605】,17469,17462,16039,小売業
716,信越ポリマー(株)【7970】,7206,5511,4101,食料品
717,中国塗料(株)【4617】,3761,5471,10012,その他金融業
718,(株)平和堂【8276】,13919,15344,15835,パルプ・紙
719,キッコーマン(株)【2801】,36502,32842,32598,卸売業
720,(株)日本取引所グループ【8697】,71791,59377,66271,化学
721,特種東海製紙(株)【3708】,3932,4708,3750,機械
722,(株)モスフードサービス【8153】,3736,4663,3824,建設業
723,(株)マンダム【4917】,8457,7617,6594,機械
724,澁谷工業(株)【6340】,9605,8556,6058,医薬品
725,若築建設(株)【1888】,3713,2977,2586,サービス業
726,蛇の目ミシン工業(株)【6445】,2075,2477,2466,繊維製品
727,(株)ヘリオス【4593】,,,,陸運業
728,(株)ダスキン【4665】,7557,6069,5372,化学
729,シキボウ(株)【3109】,2763,3148,3077,卸売業
730,ニッコンホールディングス(株)【9072】,19009,18130,17511,医薬品
731,保土谷化学工業(株)【4112】,3903,2129,828,倉庫・運輸関連業
732,スターゼン(株)【8043】,5844,5562,3914,金属製品
733,ナノキャリア(株)【4571】,,,,金属製品
734,三井倉庫ホールディングス(株)【9302】,6996,5823,3287,不動産業
735,東洋製罐グループホールディングス(株)【5901】,31870,36184,32347,機械
736,ホッカンホールディングス(株)【5902】,5135,7507,4593,鉄鋼
737,スターツコーポレーション(株)【8850】,20949,20178,17945,機械
738,サンデンホールディングス(株)【6444】,5469,1582,5494,食料品
739,新日本電工(株)【5563】,9639,1717,2046,サービス業
740,ＣＫＤ(株)【6407】,12472,9580,8107,電気機器
741,山崎製パン(株)【2212】,30087,35169,27001,ゴム製品
742,(株)エイチ・アイ・エス【9603】,15915,14274,19970,金属製品
743,日本セラミック(株)【6929】,3301,2741,1813,電気機器
744,バンドー化学(株)【5195】,6336,5896,5960,化学
745,中央発條(株)【5992】,3358,2737,1509,サービス業
746,サクサホールディングス(株)【6675】,516,1033,1602,医薬品
747,(株)ファンケル【4921】,8448,2244,1204,医薬品
748,シダックス(株)【4837】,1169,1269,-771,鉄鋼
749,シンバイオ製薬(株)【4582】,,,,電気機器
750,扶桑薬品工業(株)【4538】,,,,その他金融業
751,日亜鋼業(株)【5658】,946,575,266,輸送用機器
752,日本航空電子工業(株)【6807】,20632,12059,17928,電気機器
753,全国保証(株)【7164】,,,,卸売業
754,愛三工業(株)【7283】,9421,8159,9854,卸売業
755,日本電波工業(株)【6779】,-9618,727,410,小売業
756,東邦ホールディングス(株)【8129】,19016,14244,28618,電気機器
757,三菱食品(株)【7451】,16703,17833,16888,サービス業
758,(株)ベルーナ【9997】,13008,10882,8366,精密機器
759,(株)ダイヘン【6622】,10054,8705,9329,卸売業
760,東京都競馬(株)【9672】,6033,5131,4722,小売業
761,(株)東京精密【7729】,17283,13659,13222,その他金融業
762,(株)ヤマタネ【9305】,4614,4584,4803,電気機器
763,(株)井筒屋【8260】,1147,1393,1993,情報・通信
764,芙蓉総合リース(株)【8424】,32609,28634,24420,卸売業
765,アズビル(株)【6845】,24026,20145,17135,機械
766,(株)オービックビジネスコンサルタント【4733】,,,,機械
767,イノテック(株)【9880】,1244,999,1012,サービス業
768,イーグル工業(株)【6486】,11732,11120,13971,証券業
769,(株)アイチコーポレーション【6345】,7576,7807,6318,情報・通信
770,(株)ディー・エヌ・エー【2432】,27503,23178,19816,情報・通信
771,マネックスグループ(株)【8698】,9321,1059,5304,卸売業
772,(株)大塚商会【4768】,44386,39684,37311,機械
773,東宝(株)【9602】,47586,50223,40710,海運業
774,菱電商事(株)【8084】,5078,2730,3673,小売業
775,住友精密工業(株)【6355】,2034,730,1349,医薬品
776,ＮＳユナイテッド海運(株)【9110】,7361,6558,6475,小売業
777,(株)ファーストリテイリング【9983】,236212,176414,127292,建設業
778,(株)ジーエヌアイグループ【2160】,154,-276,-633,電気機器
779,(株)吉野家ホールディングス【9861】,4019,1865,1613,小売業
780,(株)関電工【1942】,29261,26397,16416,電気機器
781,日新電機(株)【6641】,16030,18742,12424,銀行業
782,(株)ＭｒＭａｘＨＤ【8203】,2530,,,電気機器
783,ＭＵＴＯＨホールディングス(株)【7999】,160,183,689,サービス業
784,(株)富山第一銀行【7184】,‥,‥,‥,電気機器
785,シンフォニアテクノロジー(株)【6507】,7109,5221,4409,情報・通信
786,(株)博報堂ＤＹホールディングス【2433】,52187,47261,44994,情報・通信
787,スミダコーポレーション(株)【6817】,6217,5696,4237,化学
788,(株)ジャストシステム【4686】,5037,4694,3964,卸売業
789,(株)昭文社【9475】,-1060,-2276,306,電気機器
790,(株)ＪＳＰ【7942】,9105,9612,9278,不動産業
791,三愛石油(株)【8097】,11904,8972,6240,陸運業
792,(株)図研【6947】,2025,1596,775,電気機器
793,日神不動産(株)【8881】,6760,6985,5190,輸送用機器
794,山陽電気鉄道(株)【9052】,3367,3402,3624,その他製品
795,山一電機(株)【6941】,4307,2714,2913,電気機器
796,ユニプレス(株)【5949】,26047,23025,22033,小売業
797,任天堂(株)【7974】,177557,29362,32881,化学
798,ＩＤＥＣ(株)【6652】,6112,3547,3176,電気機器
799,(株)木曽路【8160】,,,,電気機器
800,大日精化工業(株)【4116】,13079,11982,9954,化学
801,日本電子(株)【6951】,3928,2076,6145,小売業
802,ルネサスエレクトロニクス(株)【6723】,78400,54711,103782,小売業
803,ハリマ化成グループ(株)【4410】,4010,3975,2437,証券業
804,ＤＣＭホールディングス(株)【3050】,19507,19625,18446,鉄鋼
805,(株)ライフコーポレーション【8194】,12094,12664,,情報・通信
806,岩井コスモホールディングス(株)【8707】,5202,1579,3403,建設業
807,三菱製鋼(株)【5632】,3219,3861,4286,食料品
808,ＴＩＳ(株)【3626】,32743,27019,24436,食料品
809,コムシスホールディングス(株)【1721】,30347,25036,23849,小売業
810,フィード・ワン(株)【2060】,3706,4831,3492,不動産業
811,(株)Ｊ−オイルミルズ【2613】,4005,5468,4634,化学
812,ユナイテッド・スーパーマーケット・ホールディングス(株)【3222】,14068,14320,14024,化学
813,飯田グループホールディングス(株)【3291】,103755,113647,94661,サービス業
814,(株)トクヤマ【4043】,41268,39720,23071,機械
815,(株)ポーラ・オルビスホールディングス【4927】,38881,26909,22511,電気機器
816,(株)リクルートホールディングス【6098】,191794,127207,114032,電気機器
817,ナブテスコ(株)【6268】,29468,23471,15294,その他製品
818,(株)ＪＶＣケンウッド【6632】,6942,5781,4494,精密機器
819,日本信号(株)【6741】,2061,4269,7162,卸売業
820,(株)バンダイナムコホールディングス【7832】,75024,63238,49641,その他金融業
821,セイコーホールディングス(株)【8050】,10836,7487,13307,銀行業
822,(株)サンリオ【8136】,5734,6904,12675,証券業
823,日本証券金融(株)【8511】,3881,2802,2558,情報・通信
824,(株)大光銀行【8537】,4085,4529,4401,情報・通信
825,丸三証券(株)【8613】,3039,657,2746,電気機器
826,(株)スカパーＪＳＡＴホールディングス【9412】,15652,24433,24210,その他金融業
827,(株)テレビ東京ホールディングス【9413】,7430,6394,7272,食料品
828,アライドテレシスホールディングス(株)【6835】,1140,572,-2527,小売業
829,日立キャピタル(株)【8586】,43160,44246,44891,電気機器
830,ハウス食品グループ本社(株)【2810】,16288,12312,10775,機械
831,(株)Ｏｌｙｍｐｉｃグループ【8289】,243,838,693,化学
832,山洋電気(株)【6516】,8784,5414,5342,電気機器
833,大和冷機工業(株)【6459】,,,,小売業
834,アイカ工業(株)【4206】,19092,18099,16184,化学
835,(株)ミツバ【7280】,19103,22687,22889,機械
836,(株)関西スーパーマーケット【9919】,2052,1806,1374,不動産業
837,テイカ(株)【4027】,6042,5854,4731,情報・通信
838,日本ピストンリング(株)【6461】,3890,3238,2549,小売業
839,京阪神ビルディング(株)【8818】,5298,4969,5118,卸売業
840,都築電気(株)【8157】,2538,2142,1773,サービス業
841,カッパ・クリエイト(株)【7421】,378,-524,2549,化学
842,長瀬産業(株)【8012】,24118,15030,18024,サービス業
843,(株)ミクシィ【2121】,72359,89008,95033,建設業
844,住友精化(株)【4008】,9734,10541,7404,鉄鋼
845,(株)新日本科学【2395】,-697,-1792,-3863,繊維製品
846,(株)淺沼組【1852】,7953,6665,6454,不動産業
847,丸一鋼管(株)【5463】,20826,24502,17027,機械
848,住江織物(株)【3501】,2247,1297,2553,機械
849,パーク２４(株)【4666】,20505,21453,18730,卸売業
850,三浦工業(株)【6005】,13868,10577,10220,小売業
851,日本トムソン(株)【6480】,2649,1145,3018,金属製品
852,新光商事(株)【8141】,3435,2135,2171,電気機器
853,(株)ツルハホールディングス【3391】,40236,37071,31342,情報・通信
854,(株)横河ブリッジホールディングス【5911】,13730,8020,6904,卸売業
855,ヒロセ電機(株)【6806】,28649,28482,28794,化学
856,(株)ネクソン【3659】,90504,40661,62290,化学
857,稲畑産業(株)【8098】,5962,12616,11371,電気機器
858,高砂香料工業(株)【4914】,6358,7159,6635,機械
859,太陽ホールディングス(株)【4626】,11337,9221,10964,陸運業
860,ＫＩホールディングス(株)【6747】,4895,3502,5312,陸運業
861,日工(株)【6306】,2103,1944,1629,建設業
862,丸全昭和運輸(株)【9068】,6091,5555,5293,建設業
863,岡谷鋼機(株)【7485】,18016,14466,16301,情報・通信
864,富士急行(株)【9010】,5293,4859,5425,サービス業
865,北野建設(株)【1866】,4885,4856,3689,医薬品
866,クレアホールディングス(株)【1757】,-688,-398,-370,銀行業
867,(株)ｇｕｍｉ【3903】,994,1650,-2229,輸送用機器
868,みらかホールディングス(株)【4544】,17648,28057,26050,建設業
869,ＪＣＲファーマ(株)【4552】,3784,2362,2152,情報・通信
870,(株)鳥取銀行【8383】,‥,‥,‥,機械
871,(株)タチエス【7239】,8663,8859,6883,食料品
872,大豊建設(株)【1822】,11227,10047,9348,小売業
873,兼松エレクトロニクス(株)【8096】,9536,8408,6390,小売業
874,豊和工業(株)【6203】,-13,-405,31,電気機器
875,ミヨシ油脂(株)【4404】,1128,1274,561,小売業
876,(株)リンガーハット【8200】,2825,3284,2834,機械
877,(株)いなげや【8182】,3597,2396,3320,証券業
878,市光工業(株)【7244】,3971,4809,2429,化学
879,(株)ゲオホールディングス【2681】,14668,8662,16552,化学
880,ＴＯＷＡ(株)【6315】,3682,3831,1940,電気機器
881,(株)だいこう証券ビジネス【8692】,1962,579,215,化学
882,第一工業製薬(株)【4461】,5053,3944,3439,鉄鋼
883,大日本塗料(株)【4611】,6588,6533,5858,空運業
884,電気興業(株)【6706】,1518,949,2055,非鉄金属
885,ＫＨネオケム(株)【4189】,11495,8982,6261,情報・通信
886,大阪製鐵(株)【5449】,6868,5955,8100,銀行業
887,(株)パスコ【9232】,2050,1186,1017,ガラス・土石製品
888,(株)大阪チタニウムテクノロジーズ【5726】,,,,機械
889,ヤフー(株)【4689】,185810,192049,224997,電気機器
890,(株)清水銀行【8364】,3139,2896,5265,小売業
891,(株)ＭＡＲＵＷＡ【5344】,9174,4953,3812,化学
892,(株)北川鉄工所【6317】,4484,4255,4899,小売業
893,岩崎電気(株)【6924】,131,972,2082,機械
894,(株)大庄【9979】,406,448,-24,証券業
895,大倉工業(株)【4221】,5789,4710,2354,機械
896,(株)サイゼリヤ【7581】,8640,11216,9006,鉱業
897,オイレス工業(株)【6282】,4834,4419,4952,輸送用機器
898,スパークス・グループ(株)【8739】,6569,3169,2978,サービス業
899,(株)リケン【6462】,7441,5902,5579,小売業
900,三井松島ホールディングス(株)【1518】,1531,1027,1007,電気機器
901,(株)ティラド【7236】,5792,3216,1247,化学
902,(株)アゴーラ・ホスピタリティー・グループ【9704】,-31,258,489,情報・通信
903,ＳＲＳホールディングス(株)【8163】,741,405,542,建設業
904,第一精工(株)【6640】,2604,401,1723,医薬品
905,リケンテクノス(株)【4220】,5399,5862,5084,機械
906,(株)アルファシステムズ【4719】,,,,不動産業
907,日本電設工業(株)【1950】,14874,13811,14339,電気機器
908,久光製薬(株)【4530】,26345,26306,27730,化学
909,サトーホールディングス(株)【6287】,6249,6104,6457,倉庫・運輸関連業
910,サムティ(株)【3244】,10131,8586,5932,石油・石炭製品
911,富士通フロンテック(株)【6945】,3943,5744,5503,輸送用機器
912,ラサ工業(株)【4022】,2842,1622,1683,輸送用機器
913,日本トランスシティ(株)【9310】,2345,2979,3782,機械
914,東亜石油(株)【5008】,3185,3438,4925,機械
915,トヨタ紡織(株)【3116】,71198,71936,59492,機械
916,芦森工業(株)【3526】,1879,1510,2071,輸送用機器
917,(株)新川【6274】,-620,294,-1035,食料品
918,(株)東京機械製作所【6335】,186,375,-3290,倉庫・運輸関連業
919,(株)技研製作所【6289】,5977,5124,4111,機械
920,(株)エクセディ【7278】,23808,22083,21305,情報・通信
921,日本甜菜製糖(株)【2108】,1584,2178,2011,小売業
922,東洋埠頭(株)【9351】,1772,1566,1511,ゴム製品
923,オルガノ(株)【6368】,3821,4114,3947,ガラス・土石製品
924,ＩＳＩＤ【4812】,5489,6488,2122,卸売業
925,(株)王将フードサービス【9936】,5503,,,輸送用機器
926,三ツ星ベルト(株)【5192】,8429,8278,7630,サービス業
927,ニチハ(株)【7943】,13232,12833,8349,建設業
928,カメイ(株)【8037】,9802,10474,11453,卸売業
929,(株)名村造船所【7014】,-19418,-9320,6639,サービス業
930,(株)トーカイ【9729】,7638,7443,7513,小売業
931,三機工業(株)【1961】,6593,6012,6509,電気機器
932,伯東(株)【7433】,3710,2069,2906,輸送用機器
933,西尾レントオール(株)【9699】,14770,11121,11805,鉄鋼
934,(株)バロックジャパンリミテッド【3548】,2556,5368,5996,ゴム製品
935,(株)エンプラス【6961】,4368,4151,9933,食料品
936,プレス工業(株)【7246】,11499,8639,10115,サービス業
937,神鋼鋼線工業(株)【5660】,822,709,1757,医薬品
938,ニッタ(株)【5186】,4864,4288,4599,サービス業
939,わらべや日洋ホールディングス(株)【2918】,3731,4099,3088,小売業
940,ＫＮＴ−ＣＴホールディングス(株)【9726】,3177,2968,-2651,卸売業
941,参天製薬(株)【4536】,38691,32479,80180,鉱業
942,東海リース(株)【9761】,447,365,574,電気機器
943,(株)サーラコーポレーション【2734】,4696,2595,3647,証券業
944,昭光通商(株)【8090】,1580,2063,790,鉄鋼
945,Ｋ＆Ｏエナジーグループ(株)【1663】,3051,3234,4891,電気機器
946,(株)東光高岳【6617】,2947,3983,2690,機械
947,(株)筑邦銀行【8398】,-833,2155,2014,不動産業
948,藍澤證券(株)【8708】,1855,-278,792,電気機器
949,大和工業(株)【5444】,8340,10739,11215,サービス業
950,ＳＭＫ(株)【6798】,485,630,4171,卸売業
951,ホシザキ(株)【6465】,36065,34575,31719,卸売業
952,ＡＰＡＭＡＮ(株)【8889】,1626,2556,2489,機械
953,大崎電気工業(株)【6644】,5544,7692,3738,卸売業
954,(株)共立メンテナンス【9616】,13087,11815,10244,食料品
955,フィールズ(株)【2767】,-5738,-5374,1411,輸送用機器
956,(株)日立ハイテクノロジーズ【8036】,55953,53107,49356,その他金融業
957,(株)マースグループホールディングス【6419】,3517,4313,4431,倉庫・運輸関連業
958,(株)山善【8051】,15383,13113,13258,サービス業
959,プリマハム(株)【2281】,13129,15565,7963,機械
960,日産車体(株)【7222】,1330,12195,11487,ガラス・土石製品
961,リコーリース(株)【8566】,16552,17333,16951,建設業
962,澁澤倉庫(株)【9304】,3353,3406,2770,非鉄金属
963,(株)オプトホールディング【2389】,2224,1919,1620,情報・通信
964,アイダエンジニアリング(株)【6118】,6312,6617,8037,食料品
965,東洋炭素(株)【5310】,3708,652,790,銀行業
966,(株)ユアテック【1934】,11786,14559,15256,小売業
967,アサヒホールディングス(株)【5857】,13791,2038,8705,繊維製品
968,(株)カイカ【2315】,296,238,-265,建設業
969,江崎グリコ(株)【2206】,20377,24254,17110,電気機器
970,(株)北日本銀行【8551】,‥,‥,‥,不動産業
971,ウエルシアホールディングス(株)【3141】,28826,24078,18759,電気・ガス業
972,太陽化学(株)【2902】,3802,3444,2746,建設業
973,(株)ナイガイ【8013】,369,461,43,電気機器
974,(株)トーエネック【1946】,9002,7716,8117,電気機器
975,ダブル・スコープ(株)【6619】,274,2370,1909,電気・ガス業
976,(株)ランド【8918】,1352,828,-480,小売業
977,沖縄電力(株)【9511】,9333,9126,7239,化学
978,東亜道路工業(株)【1882】,4300,5325,5487,化学
979,日本光電【6849】,14517,13585,16438,食料品
980,古野電気(株)【6814】,1992,1534,2911,情報・通信
981,北海道ガス(株)【9534】,2874,1505,2013,化学
982,ミニストップ(株)【9946】,10,1241,2597,金属製品
983,戸田工業(株)【4100】,1370,-151,1051,サービス業
984,サカタインクス(株)【4633】,8573,10119,8534,精密機器
985,(株)中村屋【2204】,837,1436,1211,化学
986,(株)デジタルガレージ【4819】,2310,723,4201,ガラス・土石製品
987,(株)有沢製作所【5208】,3627,1790,2957,サービス業
988,(株)コロナ【5909】,2635,2220,556,鉄鋼
989,日本工営(株)【1954】,6561,5464,4723,機械
990,(株)ＪＭＳ【7702】,573,1106,1422,その他製品
991,日東エフシー(株)【4033】,1250,1581,1143,化学
992,日本カーボン(株)【5302】,2569,-663,2063,小売業
993,(株)メディネット【2370】,-2701,-1801,-1681,輸送用機器
994,モリ工業(株)【5464】,5172,4125,2261,化学
995,レオン自動機(株)【6272】,3596,3207,2370,輸送用機器
996,(株)ウッドワン【7898】,1833,2863,1622,鉄鋼
997,(株)ノエビアホールディングス【4928】,11343,9986,7706,医薬品
998,日本ＫＦＣホールディングス(株)【9873】,477,2558,2011,精密機器
999,太平洋工業(株)【7250】,8063,8662,7869,倉庫・運輸関連業
1000,(株)ニフコ【7988】,30900,29813,27574,情報・通信
1001,大同メタル工業(株)【7245】,6511,5103,7114,サービス業
1002,(株)シンニッタン【6319】,1559,1565,1307,証券業
1003,持田製薬(株)【4534】,11662,11374,12154,卸売業
1004,東京計器(株)【7721】,1319,1121,1889,小売業
1005,(株)近鉄エクスプレス【9375】,17551,13075,15356,情報・通信
1006,(株)ＮＳＤ【9759】,7918,7173,6378,電気機器
1007,(株)サイバーエージェント【4751】,30163,30700,36790,小売業
1008,カブドットコム証券(株)【8703】,,,,サービス業
1009,(株)ＧＳＩクレオス【8101】,1573,1309,1228,繊維製品
1010,(株)サガミホールディングス【9900】,883,838,876,その他製品
1011,(株)ブロードリーフ【3673】,3010,2952,,その他製品
1012,(株)小野測器【6858】,182,361,468,建設業
1013,(株)松屋【8237】,2122,1240,2691,機械
1014,(株)アウトソーシング【2427】,11360,5672,3125,食料品
1015,(株)ホギメディカル【3593】,5273,7443,8784,食料品
1016,(株)河合楽器製作所【7952】,2749,2319,2661,電気機器
1017,コマニー(株)【7945】,1700,1099,1858,繊維製品
1018,(株)土屋ホールディングス【1840】,58,148,141,卸売業
1019,(株)ハーモニック・ドライブ・システムズ【6324】,12598,7813,7618,小売業
1020,アリアケジャパン(株)【2815】,11329,10273,8836,化学
1021,三井製糖(株)【2109】,6354,5215,5490,化学
1022,アイコム(株)【6820】,791,732,2367,サービス業
1023,(株)ゴールドウイン【8111】,7102,3910,3129,卸売業
1024,(株)ミツウロコグループホールディングス【8131】,3953,3894,3602,精密機器
1025,日本瓦斯(株)【8174】,10689,12201,11810,建設業
1026,未来工業(株)【7931】,4198,4201,3965,食料品
1027,エステー(株)【4951】,3480,2854,2341,石油・石炭製品
1028,日本カーバイド工業(株)【4064】,3232,2577,2101,金属製品
1029,(株)東急レクリエーション【9631】,1663,1539,1395,電気機器
1030,(株)あらた【2733】,8857,7384,5699,食料品
1031,ノーリツ鋼機(株)【7744】,5006,4611,2036,非鉄金属
1032,(株)ミライト・ホールディングス【1417】,16715,10061,6127,輸送用機器
1033,日新製糖(株)【2117】,2065,2735,3063,精密機器
1034,日本コークス工業(株)【3315】,3496,2646,2297,金属製品
1035,(株)長府製作所【5946】,1769,2417,2169,医薬品
1036,池上通信機(株)【6771】,688,-3232,364,電気機器
1037,オエノンホールディングス(株)【2533】,1853,2079,1619,小売業
1038,(株)アーレスティ【5852】,4718,6912,5385,繊維製品
1039,(株)ケーヒン【7251】,28313,22954,16440,建設業
1040,(株)タムロン【7740】,4246,2361,4554,建設業
1041,岡部(株)【5959】,4844,5527,6327,機械
1042,栄研化学(株)【4549】,3478,3976,3536,化学
1043,エスペック(株)【6859】,4602,3243,3521,鉄鋼
1044,(株)チヨダ【8185】,6132,7731,9372,化学
1045,(株)ダイドーリミテッド【3205】,-318,-1337,-918,不動産業
1046,明星工業(株)【1976】,6300,5596,5716,建設業
1047,(株)協和エクシオ【1951】,25621,20873,18412,卸売業
1048,日特エンジニアリング(株)【6145】,4020,2873,1846,電気機器
1049,四国化成工業(株)【4099】,8167,7855,7973,輸送用機器
1050,日本金属(株)【5491】,3388,1776,846,サービス業
1051,東リ(株)【7971】,3522,4249,3825,電気機器
1052,空港施設(株)【8864】,4103,3825,2944,小売業
1053,矢作建設工業(株)【1870】,7689,7604,7353,電気機器
1054,蝶理(株)【8014】,7226,6448,5369,電気機器
1055,(株)精工技研【6834】,930,1065,930,銀行業
1056,(株)エフテック【7212】,6856,8035,6821,卸売業
1057,テクノプロ・ホールディングス(株)【6028】,11238,9647,8494,食料品
1058,フォスター電機(株)【6794】,9307,2963,10351,精密機器
1059,(株)良品計画【7453】,45286,38278,34439,機械
1060,富士通コンポーネント(株)【6719】,628,998,907,非鉄金属
1061,芝浦メカトロニクス(株)【6590】,2497,1499,1291,繊維製品
1062,(株)富山銀行【8365】,963,1042,1542,その他製品
1063,西華産業(株)【8061】,2598,3046,2174,小売業
1064,丸大食品(株)【2288】,2370,4710,4168,機械
1065,(株)スリー・ディー・マトリックス【7777】,-1874,-1240,-1821,精密機器
1066,大豊工業(株)【6470】,6800,6357,6629,サービス業
1067,タツタ電線(株)【5809】,5047,4286,4424,銀行業
1068,富士紡ホールディングス(株)【3104】,3989,6816,3624,金属製品
1069,ナカバヤシ(株)【7987】,2595,2581,2347,サービス業
1070,(株)松屋フーズホールディングス【9887】,4119,4831,3685,化学
1071,月島機械(株)【6332】,4430,3508,5485,医薬品
1072,川澄化学工業(株)【7703】,687,923,2130,情報・通信
1073,(株)タケエイ【2151】,2402,2400,2185,電気機器
1074,(株)島根銀行【7150】,‥,‥,‥,食料品
1075,(株)駒井ハルテック【5915】,1558,1095,2032,情報・通信
1076,価値開発(株)【3010】,-321,26,181,陸運業
1077,藤森工業(株)【7917】,8577,6870,8160,精密機器
1078,ゼリア新薬工業(株)【4559】,4830,4541,4565,サービス業
1079,(株)シーイーシー【9692】,3748,3311,3255,卸売業
1080,日東工業(株)【6651】,5751,6598,11264,情報・通信
1081,フジッコ(株)【2908】,5396,5352,4973,小売業
1082,(株)ゼンリン【9474】,5441,4234,3038,機械
1083,(株)ハマキョウレックス【9037】,9029,7948,8108,繊維製品
1084,日機装(株)【6376】,8718,4893,3844,小売業
1085,(株)乃村工藝社【9716】,8171,7608,6033,金属製品
1086,ＯＵＧホールディングス(株)【8041】,2007,2645,1975,建設業
1087,(株)コロプラ【3668】,6952,12932,31855,建設業
1088,ＭＲＫホールディングス(株)【9980】,900,135,-600,不動産業
1089,(株)ニューフレアテクノロジー【6256】,9303,13137,12830,金属製品
1090,ニッケ【3201】,8348,7620,7342,医薬品
1091,アークランドサカモト(株)【9842】,9393,8842,8775,精密機器
1092,リンナイ(株)【5947】,32849,34056,34593,サービス業
1093,(株)大気社【1979】,12180,8473,12734,金属製品
1094,住友電設(株)【1949】,9868,8249,8714,非鉄金属
1095,トーセイ(株)【8923】,9833,9279,6891,繊維製品
1096,ネツレン【5976】,3656,3003,2145,情報・通信
1097,ロート製薬(株)【4527】,19087,15451,15683,小売業
1098,(株)エー・アンド・デイ【7745】,2378,1133,1143,輸送用機器
1099,(株)ダイセキ【9793】,8777,7120,7849,機械
1100,(株)オリバー【7959】,2027,2678,2516,電気・ガス業
1101,アルインコ(株)【5933】,2717,2913,3189,電気機器
1102,(株)大紀アルミニウム工業所【5702】,6861,4730,3684,精密機器
1103,(株)ルックホールディングス【8029】,1459,826,516,非鉄金属
1104,(株)三菱総合研究所【3636】,4963,5731,5495,不動産業
1105,(株)ケーユーホールディングス【9856】,5821,4829,4382,卸売業
1106,(株)今仙電機製作所【7266】,3281,2670,3202,化学
1107,ＯＫＫ(株)【6205】,715,-251,1199,輸送用機器
1108,静岡ガス(株)【9543】,7711,10228,11563,小売業
1109,(株)京三製作所【6742】,5071,1551,1946,建設業
