industry,name,d2018,d2017,d2016
その他金融業,(株)セコニック【7758】,-97,41,244
卸売業,ＣＢグループマネジメント(株)【9852】,828,994,1797
サービス業,(株)アドウェイズ【2489】,197,722,299
食料品,(株)ＪＰホールディングス【2749】,1538,1531,1303
小売業,日本食品化工(株)【2892】,,,
鉄鋼,セントラルフォレストグループ(株)【7675】,1501,,
小売業,山田コンサルティンググループ(株)【4792】,2208,2308,2917
建設業,日本伸銅(株)【5753】,,,
小売業,名工建設(株)【1869】,7077,5708,5698
機械,(株)酉島製作所【6363】,1220,1731,1257
情報・通信,インフォコム(株)【4348】,8211,6889,5829
鉄鋼,ファーストブラザーズ(株)【3454】,3462,5130,3373
サービス業,(株)グッドコムアセット【3475】,1755,1678,907
卸売業,(株)アミューズ【4301】,5155,4479,3342
卸売業,(株)サンウッド【8903】,,,
機械,(株)ビーイング【4734】,599,696,319
小売業,八洲電機(株)【3153】,2509,2347,2002
卸売業,ファースト住建(株)【8917】,3764,3834,
情報・通信,(株)ストライダーズ【9816】,256,216,208
鉄鋼,川崎設備工業(株)【1777】,,,
小売業,(株)テリロジー【3356】,263,244,166
電気機器,(株)東祥【8920】,9682,7164,6561
サービス業,田岡化学工業(株)【4113】,2688,2550,2075
食料品,エステールホールディングス(株)【7872】,1370,1370,1545
化学,野崎印刷紙業(株)【7919】,36,138,152
非鉄金属,(株)日住サービス【8854】,-53,198,490
電気機器,イハラサイエンス(株)【5999】,2642,3307,3289
証券業,(株)魚力【7596】,1142,985,928
金属製品,ジェコー(株)【7768】,16,639,653
情報・通信,(株)コーセーアールイー【3246】,624,1548,1784
サービス業,(株)Ｃａｓａ【7196】,1522,,
情報・通信,パウダーテック(株)【5695】,1575,1484,1815
水産・農林業,平河ヒューテック(株)【5821】,2321,2601,2172
小売業,(株)ジーニー【6562】,-91,-310,527
石油・石炭製品,三協フロンテア(株)【9639】,7285,6056,5330
電気機器,横浜丸魚(株)【8045】,-47,185,200
情報・通信,(株)アルメディオ【7859】,55,-62,-60
小売業,(株)ギフティ【4449】,538,285,
サービス業,アサヒ衛陶(株)【5341】,-281,-165,-68
情報・通信,ＳＥホールディングス・アンド・インキュベーションズ(株)【9478】,450,403,408
情報・通信,プレミアグループ(株)【7199】,2750,1933,1701
化学,英和(株)【9857】,1709,1470,1064
サービス業,(株)ベネフィット・ワン【2412】,8394,7641,6212
サービス業,フジ日本精糖(株)【2114】,1491,1349,929
情報・通信,(株)ジェイグループホールディングス【3063】,91,-51,109
情報・通信,(株)エンビプロ・ホールディングス【5698】,790,839,1002
サービス業,(株)大戸屋ホールディングス【2705】,-648,414,634
食料品,(株)弘電社【1948】,2541,2724,1693
金属製品,(株)ハチバン【9950】,202,285,297
化学,日本エアーテック(株)【6291】,,,
情報・通信,(株)システナ【2317】,8163,6902,5170
精密機器,(株)サンユウ【5697】,345,694,493
機械,ライク(株)【2462】,2000,1746,1915
電気機器,サンリン(株)【7486】,955,903,648
小売業,(株)ＵＥＸ【9888】,1111,1468,1539
情報・通信,(株)赤阪鐵工所【6022】,,,
金属製品,マルシェ(株)【7524】,,,
繊維製品,(株)イデアインターナショナル【3140】,746,629,415
食料品,(株)システムソフト【7527】,153,-79,
電気機器,高砂鐵工(株)【5458】,219,551,556
機械,(株)壱番屋【7630】,5204,4442,4712
卸売業,本多通信工業(株)【6826】,237,1141,2007
情報・通信,(株)学情【2301】,,,
食料品,仙波糖化工業(株)【2916】,1056,1078,926
情報・通信,本州化学工業(株)【4115】,3016,3139,3207
建設業,(株)エス・サイエンス【5721】,,,
機械,大同信号(株)【6743】,1981,2216,1294
小売業,トレイダーズホールディングス(株)【8704】,2542,1061,-1454
情報・通信,イワブチ(株)【5983】,454,180,289
医薬品,(株)ソルクシーズ【4284】,946,63,501
機械,(株)プレステージ・インターナショナル【4290】,4959,4687,4230
サービス業,アートスパークホールディングス(株)【3663】,241,374,423
卸売業,カネコ種苗(株)【1376】,1487,1785,1747
情報・通信,(株)鳥貴族【3193】,,,
食料品,ビーピー・カストロール(株)【5015】,,,
建設業,パルステック工業(株)【6894】,351,479,272
卸売業,日本プロセス(株)【9651】,727,615,512
卸売業,(株)グローバルダイニング【7625】,40,12,-49
不動産業,(株)帝国ホテル【9708】,3160,5036,4698
繊維製品,(株)ユビキタスＡＩコーポレーション【3858】,35,77,4
不動産業,サイオス(株)【3744】,54,290,320
サービス業,日本ピグメント(株)【4119】,461,946,938
情報・通信,(株)田谷【4679】,,,
ゴム製品,ヒューマン・メタボローム・テクノロジーズ(株)【6090】,-17,-526,-140
その他製品,(株)インタートレード【3747】,-413,-335,-458
情報・通信,(株)ザッパラス【3770】,44,-341,-695
卸売業,(株)市進ホールディングス【4645】,308,405,347
機械,日東ベスト(株)【2877】,1336,948,1370
食料品,(株)フジマック【5965】,1765,2047,2714
不動産業,ウルトラファブリックス・ホールディングス(株)【4235】,933,1168,572
小売業,(株)エディア【3935】,-176,-516,
パルプ・紙,クリエートメディック(株)【5187】,1083,993,854
卸売業,川重冷熱工業(株)【6414】,,,
サービス業,新コスモス電機(株)【6824】,2147,2707,2466
繊維製品,(株)ゴルフダイジェスト・オンライン【3319】,979,804,1214
卸売業,中部水産(株)【8145】,,,
パルプ・紙,(株)ＫＳＫ【9687】,1613,1368,1355
情報・通信,(株)中西製作所【5941】,,,
小売業,帝国繊維(株)【3302】,5612,4475,3889
情報・通信,はごろもフーズ(株)【2831】,3067,1559,1405
サービス業,協立電機(株)【6874】,1992,2174,1717
建設業,(株)加地テック【6391】,,,
情報・通信,シンデン・ハイテックス(株)【3131】,496,626,1207
金属製品,中日本鋳工(株)【6439】,,,
電気機器,(株)フォーサイド【2330】,-77,-210,92
小売業,(株)フルッタフルッタ【2586】,,,
電気機器,ＡＧＳ(株)【3648】,714,822,819
情報・通信,日本リーテック(株)【1938】,4529,4171,3957
情報・通信,(株)ニチダイ【6467】,712,1387,755
食料品,(株)ＰＬＡＮＴ【7646】,,,
機械,フューチャー(株)【4722】,6523,5824,4458
小売業,オンコセラピー・サイエンス(株)【4564】,-2189,-2953,-2988
サービス業,明治機械(株)【6334】,104,110,179
情報・通信,(株)スプリックス【7030】,,,
サービス業,(株)マルカ【7594】,2688,2610,1894
卸売業,沖縄セルラー電話(株)【9436】,13966,12949,12449
卸売業,和弘食品(株)【2813】,235,185,49
不動産業,暁飯島工業(株)【1997】,,,
卸売業,(株)シモジマ【7482】,505,670,1534
化学,(株)サトー商会【9996】,1437,1459,1450
サービス業,和田興産(株)【8931】,,,
情報・通信,サイボー(株)【3123】,716,-91,-177
建設業,ロードスターキャピタル(株)【3482】,3653,2392,1364
情報・通信,大日本コンサルタント(株)【9797】,1624,1235,870
小売業,(株)電算【3640】,300,-380,
卸売業,(株)フコク【5185】,878,1983,2823
卸売業,(株)ＳＨＯＥＩ【7839】,4203,3734,3461
ガラス・土石製品,ＪＦＥシステムズ(株)【4832】,4803,3472,2805
ガラス・土石製品,ＹＫＴ(株)【2693】,471,449,173
建設業,日本ギア工業(株)【6356】,,,
保険業,エバラ食品工業(株)【2819】,2311,2392,1470
建設業,(株)マリオン【3494】,,,
サービス業,(株)ファミリー【8298】,,,
輸送用機器,阿波製紙(株)【3896】,246,275,416
小売業,五洋インテックス(株)【7519】,-294,-180,
電気機器,(株)リンクアンドモチベーション【2170】,2007,3825,3365
小売業,日東製網(株)【3524】,748,861,997
食料品,デリカフーズホールディングス(株)【3392】,571,685,694
卸売業,スーパーバッグ(株)【3945】,477,-206,320
卸売業,(株)ＡＳＪ【2351】,25,-423,32
機械,(株)アオキスーパー【9977】,,,
建設業,(株)東計電算【4746】,3240,2894,2579
情報・通信,(株)セレスポ【9625】,,,
サービス業,ミサワホーム中国(株)【1728】,127,405,189
小売業,(株)セゾン情報システムズ【9640】,3449,2332,4362
卸売業,瀧上工業(株)【5918】,129,284,861
化学,シライ電子工業(株)【6658】,-98,362,438
金属製品,(株)ＺＯＺＯ【3092】,27888,25654,32669
情報・通信,(株)アルチザネットワークス【6778】,74,-672,-155
サービス業,Ｃｈａｔｗｏｒｋ(株)【4448】,,,
医薬品,データセクション(株)【3905】,14,100,45
サービス業,ボーソー油脂(株)【2608】,-255,-450,-519
サービス業,(株)タカキタ【6325】,,,
情報・通信,(株)トラスト【3347】,1447,1446,1318
小売業,ワシントンホテル(株)【4691】,1269,2988,3157
小売業,(株)ＦＨＴホールディングス【3777】,-445,10,57
小売業,ＫｅｅＰｅｒ技研(株)【6036】,,,
化学,(株)エフティグループ【2763】,6254,5666,4806
金属製品,太洋物産(株)【9941】,,,
機械,(株)三栄建築設計【3228】,10441,8179,9496
卸売業,(株)ＰＡＬＴＥＫ【7587】,384,558,1037
陸運業,上村工業(株)【4966】,7539,8212,8322
化学,スバル興業(株)【9632】,4090,3062,3151
小売業,(株)ユニリタ【3800】,1073,919,1347
電気機器,三井住建道路(株)【1776】,1605,1568,1498
サービス業,(株)ソリトンシステムズ【3040】,1081,1367,1525
食料品,(株)ロコンド【3558】,-83,-980,
サービス業,小津産業(株)【7487】,505,587,789
金属製品,佐藤商事(株)【8065】,3276,3800,4148
卸売業,神島化学工業(株)【4026】,,,
陸運業,(株)ニッカトー【5367】,,,
建設業,中部日本放送(株)【9402】,1582,2418,2779
機械,コーアツ工業(株)【1743】,1131,405,315
機械,(株)アイリックコーポレーション【7325】,479,563,266
空運業,(株)ビーアールホールディングス【1726】,2158,1386,1674
不動産業,ジャパンマテリアル(株)【6055】,8102,7905,5879
機械,東京ラヂエーター製造(株)【7235】,716,1440,1438
精密機器,リネットジャパングループ(株)【3556】,429,8,49
その他製品,リーダー電子(株)【6867】,436,323,81
化学,アイエーグループ(株)【7509】,1159,1330,891
化学,名糖産業(株)【2207】,-629,207,927
情報・通信,(株)オータケ【7434】,,,
小売業,明治電機工業(株)【3388】,3915,4411,2815
情報・通信,トリニティ工業(株)【6382】,2645,1909,2449
情報・通信,神田通信機(株)【1992】,234,204,159
電気機器,ネクストウェア(株)【4814】,-105,29,39
小売業,メドピア(株)【6095】,558,367,82
その他製品,(株)ニチリョク【7578】,,,
小売業,尾家産業(株)【7481】,,,
情報・通信,(株)アイビー化粧品【4918】,,,144
金属製品,(株)菊池製作所【3444】,-232,114,-95
医薬品,ジャパンシステム(株)【9758】,778,371,448
その他製品,ＧＭＯアドパートナーズ(株)【4784】,445,507,542
情報・通信,(株)モダリス【4883】,157,-214,
食料品,ヒューマンホールディングス(株)【2415】,2002,2111,1895
化学,(株)アメイズ【6076】,,,
食料品,(株)ウィザス【9696】,1407,1180,826
サービス業,テクマトリックス(株)【3762】,3028,2418,1902
小売業,(株)うかい【7621】,,,
海運業,(株)力の源ホールディングス【3561】,697,957,905
サービス業,(株)テイツー【7610】,,,
小売業,イサム塗料(株)【4624】,619,662,755
サービス業,(株)トーアミ【5973】,291,-28,-163
卸売業,岡野バルブ製造(株)【6492】,-872,-67,234
化学,メディアスホールディングス(株)【3154】,1100,875,960
卸売業,遠州トラック(株)【9057】,2345,1597,1422
精密機器,日本高純度化学(株)【4973】,,,
情報・通信,(株)セリア【2782】,,,
ガラス・土石製品,東京コスモス電機(株)【6772】,187,417,373
その他製品,(株)グローバルキッズＣＯＭＰＡＮＹ【6189】,173,337,407
小売業,(株)柿安本店【2294】,,,2603
ガラス・土石製品,(株)京都ホテル【9723】,,,
輸送用機器,(株)オウケイウェイヴ【3808】,1071,1216,167
証券業,元旦ビューティ工業(株)【5935】,,,
不動産業,(株)高見澤【5283】,1077,999,949
小売業,センコン物流(株)【9051】,441,178,249
パルプ・紙,(株)省電舎ホールディングス【1711】,-167,-362,-284
医薬品,(株)ナガオカ【6239】,1076,494,427
電気機器,(株)小田原エンジニアリング【6149】,1297,1093,1280
小売業,(株)スターフライヤー【9206】,,,
サービス業,(株)プロパスト【3236】,,,
建設業,(株)マルマエ【6264】,,,
輸送用機器,メディキット(株)【7749】,4329,3869,3635
サービス業,(株)遠藤製作所【7841】,104,806,547
情報・通信,永大化工(株)【7877】,248,306,270
情報・通信,クラスターテクノロジー(株)【4240】,,,
その他金融業,日本ラッド(株)【4736】,,,
サービス業,(株)カルラ【2789】,57,47,151
卸売業,ビリングシステム(株)【3623】,107,346,246
情報・通信,ポールトゥウィン・ピットクルーホールディングス(株)【3657】,3531,3162,2250
金属製品,寺崎電気産業(株)【6637】,2411,1342,2235
情報・通信,(株)フジ・コーポレーション【7605】,,,
電気機器,サンメッセ(株)【7883】,170,124,39
サービス業,ファーマライズホールディングス(株)【2796】,1034,640,1179
情報・通信,(株)電算システム【3630】,2268,1668,1297
不動産業,(株)エスイー【3423】,1064,1120,954
金属製品,ビオフェルミン製薬(株)【4517】,,,
情報・通信,カワセコンピュータサプライ(株)【7851】,,,
不動産業,アクセルマーク(株)【3624】,-697,-416,-254
サービス業,(株)やまみ【2820】,,,
機械,(株)ＪＣＵ【4975】,6297,7072,6948
