industry,name,d2018,d2017,d2016
情報・通信,ユニプレス(株)【5949】,3309,20124,26047
化学,シンフォニアテクノロジー(株)【6507】,3068,6237,7109
卸売業,スミダコーポレーション(株)【6817】,3543,5383,6217
電気機器,(株)ジャストシステム【4686】,13084,7599,5037
陸運業,(株)昭文社ホールディングス【9475】,-68,-655,-1060
不動産業,(株)ＪＳＰ【7942】,5083,5479,9105
陸運業,三愛石油(株)【8097】,10971,10960,11904
電気機器,(株)図研【6947】,3391,3050,2025
その他製品,丸全昭和運輸(株)【9068】,8877,7502,6091
電気機器,(株)日神グループホールディングス【8881】,5058,6241,6760
小売業,山陽電気鉄道(株)【9052】,4146,3686,3367
化学,山一電機(株)【6941】,3064,2908,4307
電気機器,任天堂(株)【7974】,352370,249701,177557
電気機器,ＩＤＥＣ(株)【6652】,4704,5728,6112
化学,(株)木曽路【8160】,,,
小売業,大日精化工業(株)【4116】,4850,8718,13079
証券業,日本電子(株)【6951】,7030,6670,3928
鉄鋼,アライドテレシスホールディングス(株)【6835】,246,550,1140
情報・通信,ハリマ化成グループ(株)【4410】,3752,4667,4010
建設業,(株)ライフコーポレーション【8194】,13879,12285,12094
食料品,岩井コスモホールディングス(株)【8707】,3817,5523,5202
食料品,三菱製鋼(株)【5632】,436,1055,3219
小売業,ＴＩＳ(株)【3626】,44839,38043,32743
不動産業,コムシスホールディングス(株)【1721】,38953,35267,30347
化学,フィード・ワン(株)【2060】,5414,4123,3706
化学,(株)Ｊ−オイルミルズ【2613】,6661,5663,4005
機械,ユナイテッド・スーパーマーケット・ホールディングス(株)【3222】,9357,11811,14068
電気機器,飯田グループホールディングス(株)【3291】,83513,97111,103755
銀行業,(株)トクヤマ【4043】,34281,35262,41268
その他製品,(株)ポーラ・オルビスホールディングス【4927】,31137,39496,38881
精密機器,ナブテスコ(株)【6268】,25320,21889,29468
卸売業,日本信号(株)【6741】,8912,7000,2061
その他金融業,(株)三十三フィナンシャルグループ【7322】,7934,7291,
銀行業,(株)バンダイナムコホールディングス【7832】,78775,84045,75024
証券業,セイコーホールディングス(株)【8050】,6134,9394,10836
情報・通信,(株)サンリオ【8136】,2106,4786,5734
情報・通信,日本証券金融(株)【8511】,4129,3981,3881
その他金融業,(株)大光銀行【8537】,2001,3693,4085
食料品,丸三証券(株)【8613】,1015,68,3039
小売業,(株)スカパーＪＳＡＴホールディングス【9412】,15263,15290,15652
電気機器,(株)テレビ東京ホールディングス【9413】,5128,5947,7430
機械,日立キャピタル(株)【8586】,41096,29705,43160
化学,ハウス食品グループ本社(株)【2810】,19005,17559,16288
電気機器,(株)Ｏｌｙｍｐｉｃグループ【8289】,673,562,243
小売業,山洋電気(株)【6516】,1043,6590,8784
化学,大和冷機工業(株)【6459】,,,
機械,アイカ工業(株)【4206】,20850,20834,19092
不動産業,(株)ミツバ【7280】,8531,10956,19103
情報・通信,(株)関西スーパーマーケット【9919】,2254,1988,2052
小売業,テイカ(株)【4027】,5808,5803,6042
サービス業,日本ピストンリング(株)【6461】,1829,3420,3890
卸売業,京阪神ビルディング(株)【8818】,5414,5451,5298
サービス業,都築電気(株)【8157】,4457,3318,2538
化学,カッパ・クリエイト(株)【7421】,1057,629,378
サービス業,(株)ＬＩＦＵＬＬ【2120】,4110,4315,1016
建設業,長瀬産業(株)【8012】,19167,25226,24118
建設業,(株)ミクシィ【2121】,17165,41033,72359
鉄鋼,住友精化(株)【4008】,7775,9072,9734
繊維製品,(株)新日本科学【2395】,2228,829,-697
機械,(株)淺沼組【1852】,6601,5700,7953
機械,クレアホールディングス(株)【1757】,-386,-8,-688
卸売業,丸一鋼管(株)【5463】,14712,19266,20826
金属製品,住江織物(株)【3501】,1557,3118,2247
化学,三浦工業(株)【6005】,18540,16682,13868
電気機器,日本トムソン(株)【6480】,1341,4883,2649
情報・通信,新光商事(株)【8141】,1611,2442,3435
卸売業,(株)横河ブリッジホールディングス【5911】,12883,10509,13730
化学,太陽ホールディングス(株)【4626】,9136,8099,11337
電気機器,ヒロセ電機(株)【6806】,20358,23157,28649
機械,(株)ｇｕｍｉ【3903】,2225,-1430,994
化学,稲畑産業(株)【8098】,13229,14031,5962
サービス業,高砂香料工業(株)【4914】,2660,5837,6358
陸運業,宮越ホールディングス(株)【6620】,973,1027,900
建設業,日工(株)【6306】,2053,1427,2103
電気機器,(株)田中化学研究所【4080】,,,
医薬品,Ｈ．Ｕ．グループホールディングス(株)【4544】,9939,14648,17648
銀行業,岡谷鋼機(株)【7485】,19032,20972,18016
輸送用機器,富士急行(株)【9010】,4492,6178,5293
建設業,北野建設(株)【1866】,3043,4618,4885
情報・通信,ダブル・スコープ(株)【6619】,-3286,-3348,274
機械,ＪＣＲファーマ(株)【4552】,3244,4967,3784
食料品,(株)鳥取銀行【8383】,‥,‥,‥
小売業,(株)タチエス【7239】,-27,5411,8663
電気機器,大豊建設(株)【1822】,8511,9166,11227
小売業,兼松エレクトロニクス(株)【8096】,10933,10074,9536
小売業,豊和工業(株)【6203】,776,1038,-13
機械,ミヨシ油脂(株)【4404】,1194,745,1128
電気機器,(株)リンガーハット【8200】,1554,2394,2825
化学,市光工業(株)【7244】,6440,9003,3971
化学,(株)いなげや【8182】,2329,2279,3597
化学,(株)ゲオホールディングス【2681】,10022,15668,14668
電気機器,ＴＯＷＡ(株)【6315】,812,937,3682
鉄鋼,エレコム(株)【6750】,14121,12680,10193
空運業,第一工業製薬(株)【4461】,4154,4341,5053
非鉄金属,大日本塗料(株)【4611】,5547,6039,6588
機械,ＫＨネオケム(株)【4189】,9559,10858,11495
ガラス・土石製品,電気興業(株)【6706】,2601,2690,1518
機械,大阪製鐵(株)【5449】,7447,7365,6868
電気機器,(株)パスコ【9232】,3547,2674,2050
小売業,(株)大阪チタニウムテクノロジーズ【5726】,,,
化学,(株)技研製作所【6289】,6689,5977,5124
小売業,(株)ＭＡＲＵＷＡ【5344】,9345,9556,9174
証券業,(株)北川鉄工所【6317】,2907,5463,4484
機械,岩崎電気(株)【6924】,3661,1458,131
機械,(株)大庄【9979】,734,406,448
鉱業,大倉工業(株)【4221】,3719,4254,5789
卸売業,(株)サイゼリヤ【7581】,9599,8640,11216
輸送用機器,スパークス・グループ(株)【8739】,4479,3901,6569
サービス業,オイレス工業(株)【6282】,4749,5028,4834
小売業,(株)リケン【6462】,5234,6924,7441
化学,三井松島ホールディングス(株)【1518】,2741,5201,1531
情報・通信,(株)あらた【2733】,9326,8892,8857
建設業,(株)ティラド【7236】,2843,5092,5792
医薬品,(株)アゴーラ・ホスピタリティー・グループ【9704】,-53,-73,-31
機械,ＳＲＳホールディングス(株)【8163】,186,1019,741
電気機器,リケンテクノス(株)【4220】,5581,5761,5399
化学,(株)アルファシステムズ【4719】,,,
倉庫・運輸関連業,日本電設工業(株)【1950】,16495,14851,14874
石油・石炭製品,久光製薬(株)【4530】,22727,22278,26345
輸送用機器,サトーホールディングス(株)【6287】,7461,7679,6249
輸送用機器,富士通フロンテック(株)【6945】,1203,2619,3943
精密機器,ラサ工業(株)【4022】,1871,2573,2842
輸送用機器,日本トランスシティ(株)【9310】,3337,3347,2345
保険業,東亜石油(株)【5008】,-383,4152,3185
医薬品,大同メタル工業(株)【7245】,4168,6599,6628
輸送用機器,トヨタ紡織(株)【3116】,47785,61257,71198
食料品,(株)スリー・ディー・マトリックス【7777】,-2536,-2267,-1874
電気機器,芦森工業(株)【3526】,599,2237,1879
倉庫・運輸関連業,ＳＢＩインシュアランスグループ(株)【7326】,‥,‥,‥
小売業,参天製薬(株)【4536】,33535,45098,38691
機械,(株)エクセディ【7278】,16751,19626,23808
医薬品,日本甜菜製糖(株)【2108】,1614,1577,1584
サービス業,オンキヨー(株)【6628】,-5346,-1052,-1023
情報・通信,東洋埠頭(株)【9351】,1457,1725,1772
小売業,(株)バロックジャパンリミテッド【3548】,4604,4736,2556
ゴム製品,オルガノ(株)【6368】,9908,6558,3821
ガラス・土石製品,(株)ジーエヌアイグループ【2160】,1302,568,154
輸送用機器,(株)デジタルホールディングス【2389】,2633,1767,2224
卸売業,ＩＳＩＤ【4812】,10075,8239,5489
サービス業,(株)王将フードサービス【9936】,7698,6924,5503
建設業,三ツ星ベルト(株)【5192】,7299,8127,8429
卸売業,ニチハ(株)【7943】,13098,12720,13232
サービス業,(株)名村造船所【7014】,-16022,-4114,-19418
医薬品,カメイ(株)【8037】,10399,9945,9802
電気機器,(株)トーカイ【9729】,7908,7311,7638
輸送用機器,三機工業(株)【1961】,10674,10637,6593
鉄鋼,伯東(株)【7433】,2414,3642,3710
ゴム製品,西尾レントオール(株)【9699】,15659,14770,11121
食料品,サンバイオ(株)【4592】,-5486,-3733,-4378
サービス業,(株)エンプラス【6961】,2163,1735,4368
サービス業,プレス工業(株)【7246】,7459,13800,11499
小売業,神鋼鋼線工業(株)【5660】,912,610,822
機械,ニッタ(株)【5186】,3527,5663,4864
卸売業,わらべや日洋ホールディングス(株)【2918】,2721,1526,3731
鉱業,ＫＮＴ−ＣＴホールディングス(株)【9726】,-1608,2532,3177
電気機器,東海リース(株)【9761】,348,292,447
証券業,(株)サーラコーポレーション【2734】,5463,5496,4696
鉄鋼,ホシザキ(株)【6465】,32664,36446,36065
電気機器,昭光通商(株)【8090】,2149,1882,1580
不動産業,Ｋ＆Ｏエナジーグループ(株)【1663】,3330,2790,3051
保険業,(株)東光高岳【6617】,2321,2736,2947
電気機器,(株)筑邦銀行【8398】,2480,1987,-930
サービス業,藍澤證券(株)【8708】,252,-1987,1855
卸売業,大和工業(株)【5444】,11333,9272,8340
ガラス・土石製品,ＳＭＫ(株)【6798】,-244,-1834,485
機械,ＡＰＡＭＡＮ(株)【8889】,2055,1626,2556
卸売業,アニコム　ホールディングス(株)【8715】,‥,‥,‥
食料品,大崎電気工業(株)【6644】,3691,4299,5544
輸送用機器,(株)共立メンテナンス【9616】,11205,14567,13087
その他金融業,フィールズ(株)【2767】,713,-1832,-5738
銀行業,東洋炭素(株)【5310】,5175,7009,3708
倉庫・運輸関連業,(株)マースグループホールディングス【6419】,3799,4691,3517
機械,(株)山善【8051】,12091,17997,15383
建設業,プリマハム(株)【2281】,15636,13168,13129
非鉄金属,日産車体(株)【7222】,9303,7787,1330
食料品,リコーリース(株)【8566】,17018,17276,16552
銀行業,(株)島根銀行【7150】,‥,‥,‥
小売業,澁澤倉庫(株)【9304】,3906,3738,3353
繊維製品,アイダエンジニアリング(株)【6118】,6173,5561,6312
建設業,(株)ユアテック【1934】,6762,9394,11786
化学,アサヒホールディングス(株)【5857】,20119,14478,13791
情報・通信,江崎グリコ(株)【2206】,15605,16746,20377
電気・ガス業,(株)北日本銀行【8551】,‥,‥,‥
建設業,ウエルシアホールディングス(株)【3141】,37801,29045,28826
電気機器,太陽化学(株)【2902】,4630,4189,3802
電気機器,(株)ナイガイ【8013】,-256,333,411
電気・ガス業,(株)トーエネック【1946】,13307,11029,9002
小売業,(株)有沢製作所【5208】,2762,3119,3627
化学,(株)デジタルガレージ【4819】,10293,13542,2310
化学,沖縄電力(株)【9511】,10326,5443,9333
食料品,東亜道路工業(株)【1882】,4753,3653,4300
金属製品,日本光電【6849】,15503,15044,14517
サービス業,古野電気(株)【6814】,2411,4771,1992
サービス業,北海道ガス(株)【9534】,4606,4060,2874
精密機器,ミニストップ(株)【9946】,-3031,-551,10
ガラス・土石製品,戸田工業(株)【4100】,-611,299,1370
鉄鋼,サカタインクス(株)【4633】,6225,5112,8573
機械,(株)中村屋【2204】,,,837
その他製品,(株)コロナ【5909】,517,1639,2635
化学,(株)メディネット【2370】,,-2701,-1801
食料品,日本工営(株)【1954】,5110,6561,5464
輸送用機器,(株)ＪＭＳ【7702】,2314,1462,573
小売業,日本カーボン(株)【5302】,14827,16404,2569
化学,モリ工業(株)【5464】,3805,4668,5172
建設業,レオン自動機(株)【6272】,2887,3332,3596
鉄鋼,(株)ウッドワン【7898】,1941,470,1833
医薬品,(株)ノエビアホールディングス【4928】,11992,11343,9986
精密機器,(株)ユーグレナ【2931】,-7460,-1379,950
小売業,太平洋工業(株)【7250】,10511,10307,8063
倉庫・運輸関連業,日本ＫＦＣホールディングス(株)【9873】,4785,2206,477
化学,(株)ニフコ【7988】,29737,28834,30900
情報・通信,(株)ＴＡＴＥＲＵ【1435】,-9671,721,5898
サービス業,(株)シンニッタン【6319】,768,1722,1559
卸売業,持田製薬(株)【4534】,8807,10590,11662
小売業,東京計器(株)【7721】,1875,2440,1319
情報・通信,(株)リテールパートナーズ【8167】,4466,4940,5581
電気機器,(株)近鉄エクスプレス【9375】,19714,20797,17551
小売業,中央化学(株)【7895】,1107,752,-1721
繊維製品,(株)ＮＳＤ【9759】,9545,8654,7918
その他製品,(株)サイバーエージェント【4751】,30825,30163,30700
医薬品,(株)ＧＳＩクレオス【8101】,1191,1683,1573
その他製品,(株)サガミホールディングス【9900】,55,715,883
建設業,(株)ブロードリーフ【3673】,4525,4114,3010
機械,(株)小野測器【6858】,454,962,182
食料品,(株)松屋【8237】,963,1842,2122
食料品,(株)ホギメディカル【3593】,5307,4382,5273
電気機器,(株)河合楽器製作所【7952】,2960,3669,2749
繊維製品,オンコリスバイオファーマ(株)【4588】,,,
卸売業,コマニー(株)【7945】,1715,1420,1700
小売業,(株)土屋ホールディングス【1840】,350,-510,58
化学,(株)ハーモニック・ドライブ・システムズ【6324】,67,16903,12598
化学,アリアケジャパン(株)【2815】,11789,11949,11329
化学,三井製糖(株)【2109】,4848,3742,6354
サービス業,アイコム(株)【6820】,2300,2443,791
精密機器,(株)ゴールドウイン【8111】,17480,11861,7102
建設業,(株)ミツウロコグループホールディングス【8131】,7214,3629,3953
建設業,日本瓦斯(株)【8174】,11519,8927,10689
食料品,未来工業(株)【7931】,4211,3904,4198
石油・石炭製品,エステー(株)【4951】,3374,2839,3480
金属製品,日本カーバイド工業(株)【4064】,2557,2649,3232
電気機器,(株)東急レクリエーション【9631】,1827,1500,1663
非鉄金属,ノーリツ鋼機(株)【7744】,3782,5538,5006
食料品,(株)ミライト・ホールディングス【1417】,21993,20699,16715
情報・通信,(株)スペースバリューホールディングス【1448】,2483,4228,
輸送用機器,日新製糖(株)【2117】,2858,3167,2065
サービス業,日本コークス工業(株)【3315】,1607,6660,3496
精密機器,(株)長府製作所【5946】,2345,2008,1769
金属製品,池上通信機(株)【6771】,768,1095,688
医薬品,(株)アーレスティ【5852】,764,3228,4718
電気機器,オエノンホールディングス(株)【2533】,1752,1582,1853
小売業,(株)マネーフォワード【3994】,-2446,-796,-797
繊維製品,(株)ケーヒン【7251】,5640,26259,28313
建設業,テクノプロ・ホールディングス(株)【6028】,15772,13739,11238
建設業,(株)タムロン【7740】,6982,5424,4246
機械,岡部(株)【5959】,5294,5349,4844
情報・通信,栄研化学(株)【4549】,4622,4611,3478
化学,エスペック(株)【6859】,3742,5827,4602
鉄鋼,(株)チヨダ【8185】,-1231,1669,6132
化学,(株)ダイドーリミテッド【3205】,-750,-124,-318
不動産業,明星工業(株)【1976】,6442,7277,6300
建設業,(株)協和エクシオ【1951】,31100,31716,25621
卸売業,ＮＩＴＴＯＫＵ(株)【6145】,2484,3848,4020
電気機器,(株)アドバンスト・メディア【3773】,695,724,647
輸送用機器,四国化成工業(株)【4099】,7848,8049,8167
電気機器,日本金属(株)【5491】,629,2580,3388
化学,東リ(株)【7971】,2382,1991,3522
小売業,空港施設(株)【8864】,4186,4129,4103
電気機器,矢作建設工業(株)【1870】,7764,7705,7689
銀行業,蝶理(株)【8014】,8219,8047,7226
サービス業,(株)精工技研【6834】,1614,1619,930
卸売業,(株)エフテック【7212】,4088,6580,6856
食料品,フォスター電機(株)【6794】,2064,3937,9307
機械,(株)リプロセル【4978】,-908,-781,-1025
医薬品,(株)良品計画【7453】,36380,44743,45286
非鉄金属,芝浦メカトロニクス(株)【6590】,3123,4000,2497
繊維製品,(株)富山銀行【8365】,1213,1423,963
その他製品,(株)ナック【9788】,2118,2037,1637
小売業,西華産業(株)【8061】,2809,2118,2598
機械,丸大食品(株)【2288】,2617,2253,2370
精密機器,大豊工業(株)【6470】,2413,4837,6514
サービス業,(株)メドレックス【4586】,-1627,-1273,-983
ガラス・土石製品,タツタ電線(株)【5809】,3781,4067,5047
金属製品,富士紡ホールディングス(株)【3104】,4079,3779,3989
化学,ナカバヤシ(株)【7987】,2346,2089,2595
医薬品,(株)松屋フーズホールディングス【9887】,5079,3884,4119
情報・通信,月島機械(株)【6332】,8051,7796,4430
不動産業,川澄化学工業(株)【7703】,648,598,687
電気機器,(株)タケエイ【2151】,3298,2125,2402
食料品,アジアパイルホールディングス(株)【5288】,5076,5212,3223
情報・通信,(株)駒井ハルテック【5915】,55,2012,1558
陸運業,藤森工業(株)【7917】,8856,8126,8577
精密機器,ゼリア新薬工業(株)【4559】,4094,3737,4830
情報・通信,(株)シーイーシー【9692】,5933,4931,3748
医薬品,トーセイ(株)【8923】,12690,10875,9833
サービス業,日東工業(株)【6651】,12402,6472,5751
卸売業,フジッコ(株)【2908】,4489,5214,5396
小売業,(株)ゼンリン【9474】,3300,5824,5441
繊維製品,(株)ハマキョウレックス【9037】,10190,9913,9029
小売業,日機装(株)【6376】,12466,10302,8718
その他金融業,(株)コロプラ【3668】,2952,6952,12932
金属製品,ロート製薬(株)【4527】,23085,20812,19087
建設業,(株)乃村工藝社【9716】,11086,9154,8171
建設業,ＯＵＧホールディングス(株)【8041】,1439,2362,2007
金属製品,ＭＲＫホールディングス(株)【9980】,758,381,900
精密機器,ニッケ【3201】,10472,8368,8348
精密機器,アークランドサカモト(株)【9842】,9575,9904,9393
サービス業,フィンテック　グローバル(株)【8789】,-1664,-1072,-1319
繊維製品,リンナイ(株)【5947】,34422,30879,32849
その他製品,(株)大気社【1979】,15439,14035,12180
金属製品,住友電設(株)【1949】,13581,10952,9868
非鉄金属,ネツレン【5976】,2087,3569,3656
ガラス・土石製品,朝日インテック(株)【7747】,12445,15168,13773
情報・通信,(株)エー・アンド・デイ【7745】,3700,2751,2378
小売業,(株)ダイセキ【9793】,10865,9107,8777
小売業,(株)ルックホールディングス【8029】,1642,1657,1459
輸送用機器,(株)オリバー【7959】,2236,2146,2027
機械,アルインコ(株)【5933】,3338,2920,2717
電気・ガス業,(株)大紀アルミニウム工業所【5702】,7719,8111,6861
不動産業,石塚硝子(株)【5204】,2497,2355,2582
電気機器,(株)三菱総合研究所【3636】,5130,4963,5731
精密機器,(株)ノジマ【7419】,22582,19212,17044
非鉄金属,(株)ケーユーホールディングス【9856】,5430,5767,5821
情報・通信,(株)今仙電機製作所【7266】,2720,3740,3281
情報・通信,ＯＫＫ(株)【6205】,-290,814,715
卸売業,静岡ガス(株)【9543】,7852,4869,7711
輸送用機器,(株)日本エスコン【8892】,12912,11561,7042
小売業,(株)京三製作所【6742】,3044,3229,5071
建設業,ＨＯＹＡ(株)【7741】,144598,142275,123457
医薬品,中外鉱業(株)【1491】,-813,593,-185
建設業,Ｓａｎｓａｎ(株)【4443】,757,-849,-3061
情報・通信,フリー(株)【4478】,-2681,-2830,
不動産業,丸文(株)【7537】,2369,5048,3771
電気機器,(株)ヨロズ【7294】,2206,5290,6029
小売業,(株)ライトオン【7445】,-2175,1202,
倉庫・運輸関連業,中外炉工業(株)【1964】,1711,987,1181
小売業,(株)カイオム・バイオサイエンス【4583】,,,
化学,ライト工業(株)【1926】,9874,9702,8950
サービス業,(株)ＤＴＳ【9682】,10674,9789,8523
建設業,エリアリンク(株)【8914】,,,
サービス業,(株)オリジン【6513】,904,2510,1822
電気機器,イオン北海道(株)【7512】,,,
電気機器,(株)日新【9066】,3528,5698,6389
機械,(株)ネクステージ【3186】,6085,4384,3474
小売業,松本油脂製薬(株)【4365】,4751,5255,5286
機械,(株)よみうりランド【9671】,3122,3263,2315
その他製品,日特建設(株)【1929】,4903,3970,4100
証券業,(株)ビー・エム・エル【4694】,9763,10450,9337
ガラス・土石製品,ＫＯＡ(株)【6999】,1465,5670,5750
建設業,岩崎通信機(株)【6704】,150,-216,112
陸運業,(株)神鋼環境ソリューション【6299】,3504,3733,3814
卸売業,(株)スクロール【8005】,2145,1697,1303
化学,(株)やまびこ【6250】,6203,6290,6283
ガラス・土石製品,(株)ジョイフル【9942】,414,868,2158
建設業,(株)フジシールインターナショナル【7864】,12634,12986,11505
小売業,インヴァスト証券(株)【8709】,354,706,601
電気機器,チヨダウーテ(株)【5387】,-429,-300,66
サービス業,サンヨーホームズ(株)【1420】,412,1434,1894
機械,新京成電鉄(株)【9014】,2919,3364,3481
卸売業,加藤産業(株)【9869】,10795,10192,9298
化学,日本精化(株)【4362】,3641,3199,2749
ガラス・土石製品,ＳＥＣカーボン(株)【5304】,13823,16927,1021
鉄鋼,日本基礎技術(株)【1914】,1032,468,424
小売業,中部鋼鈑(株)【5461】,4650,2812,3016
機械,(株)三城ホールディングス【7455】,476,146,270
輸送用機器,日本アビオニクス(株)【6946】,83,-70,-709
繊維製品,ＲＰＡホールディングス(株)【6572】,471,954,465
小売業,(株)ＦＵＪＩ【6134】,19571,23106,22827
小売業,(株)立花エレテック【8159】,6038,6596,6395
化学,(株)アサヒペン【4623】,657,602,600
建設業,(株)オハラ【5218】,901,3270,1715
機械,東京鐵鋼(株)【5445】,5483,574,-830
情報・通信,(株)グルメ杵屋【9850】,-251,727,556
証券業,新晃工業(株)【6458】,9008,5376,5480
水産・農林業,河西工業(株)【7256】,4033,10470,13966
化学,ダイニック(株)【3551】,1044,1001,988
輸送用機器,クオールホールディングス(株)【3034】,7733,7050,9091
ゴム製品,チムニー(株)【3178】,283,2457,3074
卸売業,日本化学工業(株)【4092】,2481,3084,4084
電気機器,日比谷総合設備(株)【1982】,3690,2048,3171
金属製品,新東工業(株)【6339】,4734,5586,4798
その他製品,(株)ＴＫＣ【9746】,9347,8679,8567
卸売業,(株)あかつき本社【8737】,1594,1806,1616
卸売業,(株)極洋【1301】,2918,3831,4066
食料品,新日本理化(株)【4406】,428,602,589
ガラス・土石製品,(株)ハイレックスコーポレーション【7279】,6789,9800,14508
卸売業,昭和ホールディングス(株)【5103】,-131,968,1599
卸売業,神鋼商事(株)【8075】,4829,7922,8119
建設業,イリソ電子工業(株)【6908】,4628,6084,8426
水産・農林業,東プレ(株)【5975】,13827,19954,23738
機械,光村印刷(株)【7916】,-152,73,264
輸送用機器,ユアサ・フナショク(株)【8006】,971,1840,2022
情報・通信,(株)カナデン【8081】,3688,4465,4755
卸売業,(株)ロック・フィールド【2910】,475,2422,3117
化学,黒崎播磨(株)【5352】,9387,10543,8494
情報・通信,富士興産(株)【5009】,341,353,699
小売業,アルテック(株)【9972】,610,700,634
化学,飛島建設(株)【1805】,7848,7220,8252
その他製品,ホクト(株)【1379】,3923,3503,3181
サービス業,(株)ゲームカード・ジョイコホールディングス【6249】,2036,2423,3596
機械,(株)ＩＪＴＴ【7315】,6419,7738,7896
医薬品,ＮＳＷ【9739】,3860,3354,2940
化学,極東貿易(株)【8093】,877,1080,812
証券業,レック(株)【7874】,4129,4110,4006
食料品,日本ユニシス(株)【8056】,26139,20622,16332
精密機器,愛眼(株)【9854】,52,224,239
電気機器,ニチバン(株)【4218】,2975,3684,4419
金属製品,(株)フルヤ金属【7826】,3679,4462,3437
倉庫・運輸関連業,(株)メタップス【6172】,-2990,-214,251
医薬品,ヤマシンフィルタ(株)【6240】,777,1963,1910
卸売業,ブライトパス・バイオ(株)【4594】,,,-1561
不動産業,ダイキョーニシカワ(株)【4246】,8995,14621,18052
化学,日本アジア投資(株)【8518】,716,294,1237
機械,ケンコーマヨネーズ(株)【2915】,2900,3116,4173
輸送用機器,(株)メニコン【7780】,7033,5571,4394
輸送用機器,アイホン(株)【6718】,2833,2712,2805
その他製品,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ【3445】,4717,5751,2982
化学,ケイヒン(株)【9312】,1900,1654,1430
卸売業,ダイト(株)【4577】,5357,4547,4161
情報・通信,(株)日伝【9902】,5154,6595,6051
情報・通信,(株)アスコット【3264】,1000,605,425
卸売業,長谷川香料(株)【4958】,4678,5058,5606
建設業,日精樹脂工業(株)【6293】,1100,3510,3103
小売業,武蔵精密工業(株)【7220】,7285,14107,15767
情報・通信,(株)ジャムコ【7408】,1807,4321,4466
建設業,(株)リーガルコーポレーション【7938】,-727,878,1326
その他製品,藤倉化成(株)【4620】,1750,2901,2588
サービス業,(株)トーホー【8142】,1433,1637,1838
金属製品,(株)インプレスホールディングス【9479】,431,208,76
電気機器,ガンホー・オンライン・エンターテイメント(株)【3765】,28349,26577,34384
サービス業,(株)ナガホリ【8139】,107,78,73
小売業,(株)植木組【1867】,2360,1659,1758
機械,(株)コナカ【7494】,73,901,1734
輸送用機器,朝日放送グループホールディングス(株)【9405】,3388,4262,4250
ガラス・土石製品,(株)大本組【1793】,,,
証券業,(株)イトーキ【7972】,903,1925,2956
機械,クックパッド(株)【2193】,306,1664,5391
卸売業,川田テクノロジーズ(株)【3443】,6759,6065,4436
電気・ガス業,ＴＯＡ(株)【6809】,3465,3903,3510
電気機器,(株)テイクアンドギヴ・ニーズ【4331】,3579,4281,2785
その他製品,テンアライド(株)【8207】,-307,226,344
建設業,(株)中村超硬【6166】,-578,-4193,1570
医薬品,近畿車輛(株)【7122】,-295,2381,4920
機械,日本ヒューム(株)【5262】,1811,1670,1678
電気・ガス業,極東証券(株)【8706】,-1191,1447,3097
金属製品,前澤工業(株)【6489】,1778,1321,1070
医薬品,フルサト工業(株)【8087】,3973,4040,3125
建設業,イーレックス(株)【9517】,9246,4702,4813
建設業,北陸電気工業(株)【6989】,833,1344,1278
電気機器,ピジョン(株)【7956】,17072,19612,19412
情報・通信,大成温調(株)【1904】,1879,1972,2530
情報・通信,鳥居薬品(株)【4551】,,,
卸売業,(株)鶴見製作所【6351】,5166,4945,4637
ガラス・土石製品,広島ガス(株)【9535】,2971,1926,2920
卸売業,高田機工(株)【5923】,,,
小売業,日本新薬(株)【4516】,21668,20644,17079
卸売業,(株)福田組【1899】,8055,8055,7991
建設業,新日本空調(株)【1952】,6409,3885,4274
化学,(株)遠藤照明【6932】,2541,2758,2526
卸売業,アルテリア・ネットワークス(株)【4423】,8669,7466,7549
卸売業,(株)エムティーアイ【9438】,2959,3218,4053
電気機器,ソマール(株)【8152】,269,891,1027
建設業,日本コンクリート工業(株)【5269】,-86,2137,2031
卸売業,第一実業(株)【8059】,6998,7573,6394
化学,(株)梅の花【7604】,-1238,425,478
電気機器,アズワン(株)【7476】,8550,7562,6596
卸売業,(株)ナカノフドー建設【1827】,4104,5476,4264
建設業,(株)寺岡製作所【4987】,103,1144,1319
建設業,(株)グローセル【9995】,-61,820,1990
建設業,トラスコ中山(株)【9830】,13797,,
建設業,(株)日本マイクロニクス【6871】,1466,3195,1508
サービス業,日本国土開発(株)【1887】,10367,14576,15669
卸売業,三谷商事(株)【8066】,18890,18894,16577
卸売業,ロンシール工業(株)【4224】,1743,1928,2130
情報・通信,(株)指月電機製作所【6994】,1182,1114,1219
化学,(株)テクノアソシエ【8249】,2219,3011,3599
化学,ショーボンドホールディングス(株)【1414】,12930,11727,10781
情報・通信,(株)高松コンストラクショングループ【1762】,14720,12441,13630
サービス業,(株)不動テトラ【1813】,4497,3582,3709
鉄鋼,(株)ヤマト【1967】,3639,3062,3462
電気機器,(株)パソナグループ【2168】,10577,9465,6539
卸売業,あい　ホールディングス(株)【3076】,7596,8410,8984
不動産業,(株)バイタルケーエスケー・ホールディングス【3151】,3556,2821,2384
情報・通信,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ(株)【3975】,2118,3433,4619
サービス業,旭有機材(株)【4216】,4368,4224,3362
電気機器,群栄化学工業(株)【4229】,1936,1614,2459
卸売業,(株)ＷＯＷＯＷ【4839】,8489,6779,9875
